sample_id,image_path,question,ground_truths,prediction_claude_sonnet__claude_sonnet,inference_time_ms_claude_sonnet__claude_sonnet,extracted_text_claude_sonnet__claude_sonnet,error_claude_sonnet__claude_sonnet,prediction_gpt-5-nano__gpt-5-nano,inference_time_ms_gpt-5-nano__gpt-5-nano,extracted_text_gpt-5-nano__gpt-5-nano,error_gpt-5-nano__gpt-5-nano
chartqapro_mini_0318,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0318.png,"[""what is the ratio of the popularity of the top genre to the least popular genre? don't include others as an option.""
 'can you estimate the mode value of hip-hop over the years?'
 'is this always more or less than electronic music over the years?'
 'what is the percentage of popularity for rock and pop genres combined?'
 'what is the ratio of that value to others?']","[""['2' '60' 'More' '23%' '0.46']""]",,3575.2358436584473,,Error when retrieving token from sso: Token has expired and refresh failed,,35294.762134552,,
chartqapro_mini_0319,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0319.png,"['what is the difference in positive favorability percentage points between republicans and democrats for brett kavanaugh?'
 'what about for men over 50 and women over 50?']","[""['59%' '6%']""]",,3585.3829383850098,,Error when retrieving token from sso: Token has expired and refresh failed,"- Republicans vs Democrats: 59 percentage points (67% vs 8% positive).
- Men over 50 vs Women over 50: 13 percentage points (45% vs 32% positive).",15629.08387184143,"Here is every item (group name with positive and negative percentages) plus the chart caption.

Title: Favorability for Brett Kavanaugh, by group

Data source/caption: Data: NBC News/Wall Street Journal poll. October 14–17, 2018.

- Republicans — Positive 67%, Negative 10%
- Men w/ no college degree — Positive 47%, Negative 25%
- Men over 50 — Positive 45%, Negative 31%
- Whites — Positive 40%, Negative 36%
- Men under 50 — Positive 39%, Negative 33%
- Registered voters — Positive 34%, Negative 40%
- Men with college degree — Positive 34%, Negative 45%
- Women over 50 — Positive 32%, Negative 45%
- Women w/ no college degree — Positive 32%, Negative 40%
- Suburban women — Positive 28%, Negative 44%
- Independents — Positive 26%, Negative 35%
- Women under 50 — Positive 21%, Negative 52%
- Women with college degree — Positive 19%, Negative 61%
- Non-whites — Positive 19%, Negative 52%
- Democrats — Positive 8%, Negative 74%",
chartqapro_mini_0320,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0320.png,"['how much larger is the sleep score average for monday than the average sleep score overall for the week?'
 'what about the difference between the lowest weekday average and the lowest sleep score for the week?'
 'are most sleeps poor/fair quality, good quality, or great quality?'
 'what is the ratio of that to poor/fair quality sleeps?']","[""['2.47' '71.02' 'Great quality' '7.75']""]",,3590.8989906311035,,Error when retrieving token from sso: Token has expired and refresh failed,,30853.82080078125,,
chartqapro_mini_0321,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0321.png,"['how much total co2 was emitted during the historical period of 1959-2018?'
 'how much less is the total emissions projected from 2020-2050 from the carbon law pathway than this?'
 'how many times are emissions expected to half?']","[""['1485' '952' '3']""]",,3579.2689323425293,,Error when retrieving token from sso: Token has expired and refresh failed,,38546.01812362671,,
chartqapro_mini_0322,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0322.png,"['how much more is the price of viagra than the lowest price between cialis and levitra in 2017?'
 'what about the price difference in 2007 between cialis and viagra/levitra?'
 'what is the price increase for viagra from 2007 to 2017?']","[""['10' '1' '50']""]",,3583.6048126220703,,Error when retrieving token from sso: Token has expired and refresh failed,"- 2017: Viagra vs the lower of Cialis/Levitra
  - Lowest between Cialis and Levitra: about $50 (Levitra)
  - Viagra: about $60
  - Difference: about $10 more for Viagra

- 2007: Cialis vs Viagra/Levitra
  - Cialis ~ $11; Viagra ~ $11; Levitra ~ $11
  - Difference between Cialis and Viagra/Levitra: about $0 (roughly the same)

- Viagra price increase from 2007 to 2017
  - 2007 Viagra: ~ $11
  - 2017 Viagra: ~ $60
  - Increase: about $49 per pill",24399.842023849487,"Here is all the text on the chart plus the data shown (values are approximate as read from the chart):

Text on chart
- Title: Increasing pill costs
- Y-axis label: Price per pill (US dollars)
- X-axis: Years (2007, 2009, 2011, 2013, 2015, 2017)
- Legend labels: Viagra, Cialis, Levitra
- Footnote: *Price per pill calculated from standard dose
- Y-axis tick marks: 10, 20, 30, 40, 50, 60

Data (price per pill in US dollars, approximate values by year)
- 2007: Viagra ~11; Cialis ~11; Levitra ~11
- 2009: Viagra ~13; Cialis ~13; Levitra ~13
- 2011: Viagra ~20; Cialis ~18; Levitra ~18
- 2013: Viagra ~28; Cialis ~26; Levitra ~25
- 2015: Viagra ~40; Cialis ~36; Levitra ~38
- 2017: Viagra ~60; Cialis ~55; Levitra ~50

Notes
- The values are approximate readings from the chart’s lines and tick marks.
- The chart shows three drugs with lines labeled Viagra (top), Cialis, Levitra, ending in 2017 with Viagra highest (~$60), Cialis second, Levitra third.",
chartqapro_mini_0323,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0323.png,"['what is the percentage growth of the alliance trust share price from 2013 to 2017?'
 'which company holds the largest percentage of the total portfolio at the end of january?'
 'how much do they contribute to the total portfolio in million pounds?'
 'what is the percentage of the total portfolio held by ryanair?'
 'how many companies have a higher percentage of the total portfolio than ryanair?']","[""['120%' 'Microsoft' '45.6' '1.1%' '9']""]",,3582.096815109253,,Error when retrieving token from sso: Token has expired and refresh failed,,28022.077083587646,"Here is the text and data I can extract from the chart.

Overall title
- A question of trust

Left chart (time series)
- Y-axis label: % growth
- Legend items (colors not defined here):
  - MSCI All Countries World Index
  - NAV/share
- X-axis: years 2013, 2014, 2015, 2016, 2017
- The axis has tick marks at 0, 20, 40, 60, 80, 100, 120

Right panel: Top ten holdings, end of January
- Heading: Top ten holdings, end of January
- Subheading: % of total portfolio

Holdings (each with % of total portfolio and a parenthetical value that appears to be a change)
- Microsoft 45.6% (1.7%)
- UnitedHealth Group 44.3% (1.7%)
- Oracle 40.4% (1.5%)
- Alphabet 37.5% (1.4%)
- Charter Communications 36.6% (1.4%)
- Baidu-ADR 35.7% (1.3%)
- CVS Caremark 34.5% (1.3%)
- Western Union 32.0% (1.2%)
- Airbus 31.4% (1.2%)
- Ryanair 30.1% (1.1%)

Notes
- The exact color mapping of the left chart’s lines isn’t specified in the text extraction, only the legend items are identifiable.",
chartqapro_mini_0324,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0324.png,"['how much more is the price of viagra than the lowest price between cialis and levitra in 2017?'
 'what about the price difference in 2007 between cialis and viagra/levitra?'
 'what is the price increase for viagra from 2007 to 2017?'
 'what is the average rate of price increase for viagra during this interval of time?'
 ""how does this compare to cialis' average rate of price increase?""
 'what about for levitra, is it less or more?']","[""['10' '1' '50' '5 per year' 'Similar' 'Less']""]",,3574.948787689209,,Error when retrieving token from sso: Token has expired and refresh failed,,31770.404815673828,"Text elements in the chart
- Title: Increasing pill costs
- Y-axis label: Price per pill (US dollars)
- X-axis labels: 2007, 2009, 2011, 2013, 2015, 2017
- Data caption: *Price per pill calculated from standard dose
- Legend labels (for the three lines): Viagra, Cialis, Levitra

Estimated data by year (price per pill in US dollars)
- 2007: Viagra ~11, Cialis ~12, Levitra ~11
- 2009: Viagra ~13, Cialis ~14, Levitra ~12
- 2011: Viagra ~21, Cialis ~22, Levitra ~24
- 2013: Viagra ~28, Cialis ~31, Levitra ~34
- 2015: Viagra ~40, Cialis ~38, Levitra ~39
- 2017: Viagra ~60, Cialis ~50, Levitra ~50

Notes
- Values are approximate reads from the chart (not exact data).",
chartqapro_mini_0325,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0325.png,"['what is the highest rotor bearing temperature recorded among all turbines?'
 'which turbine has the lowest rotor bearing temperature?']","[""['30.0' 'R80721']""]",,3594.848155975342,,Error when retrieving token from sso: Token has expired and refresh failed,"- Highest rotor bearing temperature: 30.0°C on turbine R80790.
- Lowest rotor bearing temperature: 18.2°C on turbine R80721.",18627.91872024536,"Here is all text and data extracted from the chart.

Overall wind farm information
- Wind farm name: La Haute Borne-Vaudeville-le-Haut
- City: Vaudeville-le-Haut
- Commissioning: 2009/01
- 4 turbines: Repower MM82 (power 2 000 kW, diameter 82 m)
- Hub height: 80 m
- Total nominal power: 8,000 kW

Turbine data

- R80711
  - Rotor Bearing Temperature: 23.3°C
  - Gearbox Bearing Temperature: 66.1°C

- R80790
  - Rotor Bearing Temperature: 30.0°C
  - Gearbox Bearing Temperature: 63.3°C

- R80721
  - Rotor Bearing Temperature: 18.2°C
  - Gearbox Bearing Temperature: 71.4°C

- R80736
  - Rotor Bearing Temperature: 21.0°C
  - Gearbox Bearing Temperature: 68.6°C",
chartqapro_mini_0326,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0326.png,"['what is the cac value percentage change?'
 'is the magnitude of this change bigger than or less than the magnitude percentage change for active trial accounts?'
 'what kind of trend (linear, cyclical, exponential, etc.) does the darker blue line in new leads generated graph depict?'
 'how does this differ from the lighter blue line?']","[""['-2.36%' 'Less' 'Cyclical' 'Smoothed']""]",,3567.4781799316406,,Error when retrieving token from sso: Token has expired and refresh failed,,33108.397006988525,"Here is the text and data I can read from the chart.

- Title: SaaS Dashboard

- Filter/Controls (top row)
  - Auto date range
  - This Month (checkbox)
  - Services: All
  - Posts: All

- Metric cards (four tiles)
  1) CAC
     - Value: $248
     - Change: +$6
     - Note: vs previous 30 days
  2) MoM MRR Growth
     - Value: 3.60%
     - Change: +0.25%
     - Note: vs previous 30 days
  3) Average Lifetime Value
     - Value: $7,596
     - Change: +0m146 (text appears in delta)
     - Note: vs previous 30 days
  4) Active Trial Accounts
     - Value: 3,821
     - Change: +172
     - Note: vs previous 30 days

- Chart 1: Web Traffic Concentration
  - Type: Stacked bar chart
  - X-axis labels: Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep
  - Y-axis scale: 0% to 100% (with 25%, 50%, 75% marks)
  - Legend: multiple color categories (text not legible in the image)

- Chart 2: New Leads Generated
  - Type: Line chart
  - X-axis labels: Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep
  - Y-axis scale: likely 0 to 750 (tick marks visible at roughly 0, 250, 500, 750)
  - Data points: shown as a fluctuating line (exact values not labeled on the chart)

Notes and limitations:
- Some legend text in the Web Traffic Concentration chart is too small to read clearly, so I couldn’t extract the exact category names for the stacked series.
- The delta under Average Lifetime Value appears as “+0m146” or similar; I’m not certain of the exact formatting due to legibility.
- If you need exact per-category values for Web Traffic Concentration or the precise delta text for Lifetime Value, please provide a higher-resolution image or a data export.",
chartqapro_mini_0327,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0327.png,"['how many age groups are there?'
 'which one is the most vaccinated overall?'
 'what is the largest difference between ""one dose"" and ""fully vaccinated"" percentages for all age groups, can you give the age group and the percentage difference?']","[""['6' '65+' '[9%, 18 to 24]']""]",,3570.24884223938,,Error when retrieving token from sso: Token has expired and refresh failed,"- Number of age groups: 6 (5-11, 12-17, 18-24, 25-44, 45-64, 65+)

- Most vaccinated overall: the 65+ group, with 100% Fully Vaccinated

- Largest difference between One Dose and Fully Vaccinated:
  - Age group: 18-24
  - Difference: 9.0 percentage points (One Dose 79.6% vs Fully Vaccinated 70.6%)",21105.029106140137,"Here is the text and data shown in the chart:

Title
- MIDDLETOWN VACCINATION RATE BY AGE RANGE (AS OF 2/17/22)

Subtitle/Axis label
- Percent vaccination by age

Legend (colors)
- One Dose (dark navy)
- Fully Vaccinated (mid blue)
- Booster (light blue)

Age range data (One Dose, Fully Vaccinated, Booster)
- 5 to 11: One Dose 43.7%, Fully Vaccinated 37.1%, Booster N/A (not shown)
- 12 to 17: One Dose 65.5%, Fully Vaccinated 61.1%, Booster 19.0%
- 18 to 24: One Dose 79.6%, Fully Vaccinated 70.6%, Booster 26.2%
- 25 to 44: One Dose 87.2%, Fully Vaccinated 79.9%, Booster 38.6%
- 45 to 64: One Dose 90.7%, Fully Vaccinated 85.9%, Booster 55.5%
- 65+: One Dose 100.0%, Fully Vaccinated 100.0%, Booster 79.5%

Notes
- The Booster data are not shown for the 5-11 age group (likely not applicable as of the date).",
chartqapro_mini_0328,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0328.png,"['what is the length of the time period in this chart?'
 ""what's the general trend shown by the white line?""
 'can you estimate how many peaks in this graph are on or after august 1st?'
 'now can you do the same but with number of troughs before june 1st?']","[""['50' 'Decreasing' '9' '20']""]",,3599.7729301452637,,Error when retrieving token from sso: Token has expired and refresh failed,,36322.590827941895,"Here is the text and data I can extract from the chart.

Text elements (exact wording as visible)
- Title: EARLIER TROPICAL STORMS
- Subtitle: Date of first Atlantic named storm
- Y-axis labels (top to bottom):
  - SEP 01
  - AUG 01
  - JUL 01
  - JUN 01 (shown with a dashed horizontal line through this level)
  - MAY 01
- X-axis extremities (year range shown):
  - 1971 (left)
  - 2021 (right)
- Data line elements:
  - A white solid trend line (linear regression/trajectory)
  - A white dashed horizontal line at JUN 01 (baseline)
- Bottom-left note (data source and period):
  - Period of constant geostationary satellite coverage
  - NOAA HURDAT2 dataset
  - 2020-present via Brian McNoldy, Univ. of Miami
- Bottom-right source/logo:
  - CLIMATE CENTRAL (with logo)

Data description (what the chart represents)
- The chart plots the date (month-day) of the first Atlantic named storm for each year from 1971 to 2021.
- The vertical axis encodes the date within the hurricane season, with May 01 at the bottom and Sep 01 at the top.
- The white dashed line marks Jun 01 as a reference point.
- The white solid line represents a trend across the years (downward trend in the date of the first named storm as years progress).
- Total data points: 51 (one for each year from 1971 through 2021).

Notes about exact numeric values
- The chart does not display explicit numeric month-day values for each individual year, only the relative position along the May-to-September scale and a trend line.
- Therefore, the precise month-day date of the first named storm for each year is not numerically listed on the image, only shown as a continuous yellow line across the years.

Source
- NOAA HURDAT2 dataset, with constant geostationary satellite coverage period noted, and data visualization credit to Brian McNoldy (Univ. of Miami) and Climate Central.",
chartqapro_mini_0329,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0329.png,"['how many buildings are seen in this image?'
 'what is the height difference between the tallest building, the burj khalifa, and the average height of the next three tallest buildings?'
 'what about when its against the second largest building also built in 2010?'
 'how much taller is the one world trade center with an antenna?'
 'now can you do the same calculation for the willis tower?']","[""['9' '912' '1234' '408' '278']""]",,3584.304094314575,,Error when retrieving token from sso: Token has expired and refresh failed,,32720.170974731445,,
chartqapro_mini_0330,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0330.png,"['how many age groups are there?'
 'which one is the most vaccinated overall?'
 'what is the largest difference between ""one dose"" and ""fully vaccinated"" percentages for all age groups, can you give the age group and the percentage difference?'
 'which age group comes second?' 'which age group receives no boosters?'
 'what are the top 2 age groups that would most likely receive boosters based on the chart?']","[""['6' '65+' '[9%, 18 to 24]' '25 to 44' '5 to 11' '[45 to 64, 65+]']""]",,3615.5149936676025,,Error when retrieving token from sso: Token has expired and refresh failed,,32214.067935943604,,
chartqapro_mini_0331,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0331.png,"['how many races are analyzed in this dashboard?'
 'which racial group consistently has the highest graduation rate in each of the six school districts shown?'
 'in which school district does the black student graduation rate experience the most significant increase over the five-year period?'
 'how about the least for hispanics?' 'what about for whites?'
 'does milwaukee overall have the worst (least) positive change in graduation rate over the years?']","[""['3' 'White' 'Racine' 'Milwaukee' 'Milwaukee' 'Yes']""]",,3597.256898880005,,Error when retrieving token from sso: Token has expired and refresh failed,,35386.79814338684,"Here is what I can reliably extract from the image.

Text elements (titles, labels, captions)
- Title: Racial gaps persist in graduation rates
- Subtitle: Selected Wisconsin school districts, 2009-2014

Six subplots (districts)
- Beloit
- Green Bay
- Kenosha
- Madison
- Milwaukee
- Racine

Legend (colors for groups)
- Black
- Hispanic
- White

X-axis (years shown on each plot)
- 2009-10
- 2010-11
- 2011-12
- 2012-13
- 2013-14

Y-axis (percent scale)
- 40%
- 60%
- 80%
- 100%

Source and credits
- Source: Wisconsin Department of Public Instruction, Wisconsin Information System for Education Data Dashboard.
- Credits: Reporting, Abigail Becker; charts, Kate Golden, Wisconsin Center for Investigative Journalism.

Notes about data values
- The chart shows graduation-rate percentages for three racial groups (Black, Hispanic, White) across five academic years (2009-10 through 2013-14) for each of the six districts.
- Exact numeric data points (percent values for each district-year-race) are not clearly legible at this resolution, so I cannot provide precise numbers for every point. If you need exact figures, a higher-resolution image or access to the underlying dataset would be needed, and I can extract them precisely.

If you can provide a higher-resolution image (or the underlying data), I can extract the full numeric table (district × year × race) with exact percentages.",
chartqapro_mini_0332,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0332.png,"['what is the lowest value in this chart?'
 'is there an overall increase or decrease in value over time in this chart from start to finish?'
 'what is the magnitude of this change?'
 'what is the absolute decrease from start to finish?'
 'what is the percentage increase  fro the lowest point to the end?']","[""['4000' 'decrease' '1000' '14.28%' '50%']""]",,3593.9688682556152,,Error when retrieving token from sso: Token has expired and refresh failed,,19621.01697921753,"Here is the text and the data that can be read from the chart:

- Title: S&P/ASX 200

- Y-axis (values): 4,000; 5,000; 6,000; 7,000; 8,000

- X-axis (labels): Feb 2020, Apr 2020, Jun 2020

- Data trend (approximate values along the line):
  - February 2020: around 6,900–7,000 (near the upper part of the scale)
  - March–April 2020: declines to about 4,400–4,600 (near the bottom)
  - May–June 2020: recovers to around 6,400–6,600 by June 2020

- Line color: red

Note: The exact daily values are not labeled on the chart, so the numeric values above for February, April, and June are approximate readings from the plotted line.",
chartqapro_mini_0333,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0333.png,"['how many peaks does period 8 have?'
 'which event caused the most significant spike in tweets per day within period 5?'
 'is this the largest peak in the graph?'
 'which period holds the smallest one that is caused by a written event in the chart?']","[""['2' 'Pantaleo non-indictment' 'No' 'Period 8']""]",,3574.108839035034,,Error when retrieving token from sso: Token has expired and refresh failed,,37296.704053878784,,
chartqapro_mini_0334,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0334.png,"['how may sports are looked at in this chart?'
 'can you estimate the ratio of the average earnings of the top 32 players in basketball to the average earnings of the top 32 in nascar? round to the nearest whole number.'
 'is this roughly the same for baseball?'
 'can you estimate the difference in payments between the highest paid player and the median paid player in tennis?']","[""['7' '5' 'Yes' '6M']""]",,3567.934036254883,,Error when retrieving token from sso: Token has expired and refresh failed,,35714.23602104187,,
chartqapro_mini_0335,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0335.png,"[""the share price chart shows a volatile journey. can you estimate the approximate percentage increase in avast's share price from its lowest point to its highest point within the timeframe shown?""
 'what is the average rate of increase in dollars between the months of lowest and highest share prices?'
 'which month had the largest decrease?'
 'which division experienced the highest percentage growth in underlying revenue from h1 2017 to h1 2018?'
 'can you calculate the approximate percentage increase?']","[""['82%' '27.3' 'May' 'Consumer Direct Desktop' '20%']""]",,3569.956064224243,,Error when retrieving token from sso: Token has expired and refresh failed,,21818.866968154907,"Here is the text and data visible in the chart.

Overall title and sections
- Play safe
- Avast share price
- Avast revenues by division
- Underlying revenue (millions)
- Source: Thomson Reuters

Avast share price chart (text visible)
- Y-axis range: 200 to 300 (units not specified)
- X-axis: time period spanning 2017 and 2018 (months shown as J F M A M J J A S O N D)
- No exact monthly numeric values shown on the line chart (only the plotted trend is visible)

Avast revenues by division (Underlying revenue in millions)
- Consumer Direct Desktop
  - 2018: 278.5
  - 2017: 232.1
- Consumer Direct Mobile
  - 2018: 41.6
  - 2017: 40.3
- Consumer Indirect (third parties)
  - 2018: 39.6
  - 2017: 34.1
- Small and mid-sized businesses
  - 2018: 31.8
  - 2017: 33.7

Notes
- The specific monthly values for the Avast share price chart are not provided in the image (only the overall trend and axis labels are visible).",
chartqapro_mini_0336,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0336.png,"['can you calculate the percentage contribution of the top three traffic sources (email, referral, and paid search) to the total number of sessions?'
 'now please can you do it for the three lowest traffic sources?'
 'what is the approximate maximum value for sessions in a day?']","[""['46.99%' '26.1%' 'Unanswerable']""]",,3593.4228897094727,,Error when retrieving token from sso: Token has expired and refresh failed,,28642.685174942017,"Here is all the text and data shown in the chart.

Human-readable summary
- Title: Web Analytics Dashboard
- Date: January 2024
- Top-left line chart (Sessions)
  - Total (displayed): 741
  - X-axis: Jan 1, Jan 7, Jan 14, Jan 21, Jan 28
  - Y-axis range approximate: up to 60 (with ticks around 0 and -20 shown in the axis)
- Top-right donut chart (Sessions by channel)
  - Total sessions: 249
  - Channel breakdown:
    - Email: 40
    - Referral: 40
    - Paid Search: 37
    - Other: 35
    - Direct: 32
    - Social: 28
    - Display: 27
    - Organic Search: 10
- KPI cards (row 1)
  - Engaged Sessions: 1,158
  - Engagement Rate: 24.31%
  - Sessions: 755
  - Sessions per User: 35.55
  - Active Users: 982
  - Average Engagement Time: 00:00:21
- KPI cards (row 2)
  - Average Engagement Time: 00:00:30
  - New Users: 841
  - Total Users: 469
  - User Engagement: 21m 32s
  - Views: 681
  - Conversions: 931

JSON data (machine-readable)
{
  ""dashboard"": ""Web Analytics Dashboard"",
  ""date"": ""January 2024"",
  ""lineChartSessionsTotal"": 741,
  ""lineChartXAxis"": [""Jan 1"",""Jan 7"",""Jan 14"",""Jan 21"",""Jan 28""],
  ""donutSessionsTotal"": 249,
  ""donutSegments"": [
    {""channel"": ""Email"", ""value"": 40},
    {""channel"": ""Referral"", ""value"": 40},
    {""channel"": ""Paid Search"", ""value"": 37},
    {""channel"": ""Other"", ""value"": 35},
    {""channel"": ""Direct"", ""value"": 32},
    {""channel"": ""Social"", ""value"": 28},
    {""channel"": ""Display"", ""value"": 27},
    {""channel"": ""Organic Search"", ""value"": 10}
  ],
  ""metrics"": {
    ""Engaged Sessions"": 1158,
    ""Engagement Rate"": 24.31,
    ""Sessions"": 755,
    ""Sessions per User"": 35.55,
    ""Active Users"": 982,
    ""Average Engagement Time 1"": ""00:00:21"",
    ""Average Engagement Time 2"": ""00:00:30"",
    ""New Users"": 841,
    ""Total Users"": 469,
    ""User Engagement"": ""21m 32s"",
    ""Views"": 681,
    ""Conversions"": 931
  }
}",
chartqapro_mini_0337,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0337.png,"['what is the difference in income ratio of the 95th percentile to the 5th percentile in argentina in 2000 and in 2001?'
 'when was the income ratio peak?']","[""['8' '2001']""]",,3574.0771293640137,,Error when retrieving token from sso: Token has expired and refresh failed,,29961.835145950317,"Here is what can be read from the chart text itself. I’ve separated what is clearly legible from what is not easily readable due to resolution.

Text elements (clearly legible)
- FIGURE 5
- Argentina: Inequality, Income Ratio of 95th Percentile to 5th Percentile
- Legend:
  - Effect from the 95th/50th ratio
  - Effect from the 50th/5th ratio
  - Income Ratio: 95th / 5th percentile (blue line)
- Y-axis label: Income Ratio
- Footnote / source:
  - Source: CEDLAS and the World Bank (2011)

City-count groupings (as labeled below the x-axis)
- 15 cities
- 28 cities
- 31 cities

Source note
- The chart is titled as above and appears to come from a World Bank/CEDLAS publication (2011).

Text and data not clearly legible in this image (likely need a higher-res image to extract exactly)
- The x-axis time labels (the specific year ranges shown for each group) are not reliably readable here.
- The exact numerical values for the two bar components (Effect from the 95th/50th ratio and Effect from the 50th/5th ratio) and the annual blue line values for the Income Ratio (95th/5th percentile) are not readable with confidence from this image.
- Any precise data points (year-by-year values) would require a higher-resolution image or access to the underlying data.

If you can provide a higher-resolution version of the chart (or the underlying data), I can extract exact numeric values for:
- Each time period’s two bar components (95th/50th and 50th/5th effects)
- The blue line values (Income Ratio: 95th / 5th percentile)
- The corresponding year labels and city counts for each period, and provide a clean data table (CSV/JSON).",
chartqapro_mini_0338,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0338.png,"['how many more times has the uk come 1st place rather than last?'
 ""looking at the overall trend of the line chart, would you say the uk's performance has generally improved, declined, or remained relatively stable over time?""
 'what was the last year of major success before they declined overall?'
 ""can you identify any correlation between the number of participants and the uk's finishing position overall?""]","[""['5' 'Declines' '1997' 'No']""]",,3586.682081222534,,Error when retrieving token from sso: Token has expired and refresh failed,,30322.229146957397,,
chartqapro_mini_0339,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0339.png,"['in which year did the total number of tubewells first exceed 400,000?'
 'which year did it double that value?'
 'what was the total rate of growth between the last two years?'
 'are there any years which show a decrease from the previous year? just list them.']","[""['1993' '2003' '50000' 'Yes, 2007, 2012']""]",,3581.947088241577,,Error when retrieving token from sso: Token has expired and refresh failed,,32230.3409576416,,
chartqapro_mini_0340,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0340.png,"['what is the ratio of civilian to military deaths in ukraine?'
 'what about the ratio of both countries total killed against total wounded?'
 'which year does russia and ukraine have the largest difference in military spending?'
 'can you calculate the difference in military spending between russia and ukraine in the year just stated?'
 'what is the year with the smallest difference?'
 'now what is its respective difference in military spending?']","[""['0.21' '0.32' '2024' '77' '2022' '43']""]",,3602.8499603271484,,Error when retrieving token from sso: Token has expired and refresh failed,,42682.90209770203,,
