sample_id,image_path,ground_truth,language,dataset,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
icdar_tr_img_06181,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06181.jpg,"- 先進のテレマティクス機能“Volkswagen Car-Net”搭載
- Golf / Golf Variant Connect
- Golf (on license plate)
- Volkswagen","Japanese, Latin",ICDAR_mini,"P
Golf
Car-Net""
搭載
""Volkswagen
先進のテレマテイクス機能
Connect
Variant
Golf/Golf
Volkswagen",9846.702814102173,,,"P
Golf
Car-Net""
搭載
""Volkswagen
先進のテレマテイクス機能
Connect
Variant
Golf/Golf
Volkswagen",10817.392110824585,,
icdar_tr_img_06185,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06185.jpg,,"None, Latin, Japanese, Korean, Mixed",ICDAR_mini,"신시미즈역
시즈테츠
清水年金事務所
Shimizu
Pension
Office
清水年金事务所
연금사무소
시미즈
Shimizu
Ejiri
School
Elem.
清水江尻小学校
에지리
시미즈
소학교
清水テルサ
La
Shimizu
TERRSE
「清水
TERRSA」
시미즈테루사
JR清水駅
マリナート
JR
Shimizu
Marinart
清水站
JR
清水文化会馆
「Marinart」
JR시미즈역
시미즈
문화회관
머리나트
清水産業
情報プラザ
Shimizu
Industry
and
静鉄新清水駅
Information
Plaza
清水产业
情报市场
Shizutetsu
시미즈
Shin-Shimizu
Sta.
新清水
市役所清水庁舎
静铁
新清水站
Shin-shimizu
Hall
City
Shimizu
Office
시즈테츠
신시미즈역
市役所清水厅舍
시
시미즈
千歳町
旭町
Chitose-cho
相生町
巴町
Asahi-cho
Aioi-cho
Tomoe-cho
149
静岡鉄道静岡清水線
清水年金事務所
Shizutetsu
清水テルサ
Railway
Shimizu
Pension
Office
Shimizu
Shizuoka-Shimizu
TERRSA
静冈市东部勤劳者福祉中心
清水年金事务所
Line
「清水
TERRSA」
시미즈
시미즈
연금사무소
マリナート
浜田親水公園
Marinart
清水文化会馆
「Marinart」
Hamada
清水橋
Water
Park
시미즈
문화회관
머리나트
Shimizu
Bridge
島崎町公園
巴町公園
浜田ボンブ場
Shimazaki-cho
Tomoe-cho
Park
Park
Hamada
Pumping
Station
JR東海道本線
JR
Tokaido
Line
仲浜町町自治会館
現在地
Nakahama-cho
You
are
Here
大正橋
Community
Center
现在所在地
Taisho
JR清水駅
Bridge
JR
Shimizu
Sta.
清水站
水神社
Gourmet-dori
JR
駅前グルメ通り
Sui
Shrine
Ekimae
銀座",18121.953010559082,,,"신시미즈역
시즈테츠
清水年金事務所
Shimizu
Pension
Office
清水年金事务所
연금사무소
시미즈
Shimizu
Ejiri
School
Elem.
清水江尻小学校
에지리
시미즈
소학교
清水テルサ
La
Shimizu
TERRSE
「清水
TERRSA」
시미즈테루사
JR清水駅
マリナート
JR
Shimizu
Marinart
清水站
JR
清水文化会馆
「Marinart」
JR시미즈역
시미즈
문화회관
머리나트
清水産業
情報プラザ
Shimizu
Industry
and
静鉄新清水駅
Information
Plaza
清水产业
情报市场
Shizutetsu
시미즈
Shin-Shimizu
Sta.
新清水
市役所清水庁舎
静铁
新清水站
Shin-shimizu
Hall
City
Shimizu
Office
시즈테츠
신시미즈역
市役所清水厅舍
시
시미즈
千歳町
旭町
Chitose-cho
相生町
巴町
Asahi-cho
Aioi-cho
Tomoe-cho
149
静岡鉄道静岡清水線
清水年金事務所
Shizutetsu
清水テルサ
Railway
Shimizu
Pension
Office
Shimizu
Shizuoka-Shimizu
TERRSA
静冈市东部勤劳者福祉中心
清水年金事务所
Line
「清水
TERRSA」
시미즈
시미즈
연금사무소
マリナート
浜田親水公園
Marinart
清水文化会馆
「Marinart」
Hamada
清水橋
Water
Park
시미즈
문화회관
머리나트
Shimizu
Bridge
島崎町公園
巴町公園
浜田ボンブ場
Shimazaki-cho
Tomoe-cho
Park
Park
Hamada
Pumping
Station
JR東海道本線
JR
Tokaido
Line
仲浜町町自治会館
現在地
Nakahama-cho
You
are
Here
大正橋
Community
Center
现在所在地
Taisho
JR清水駅
Bridge
JR
Shimizu
Sta.
清水站
水神社
Gourmet-dori
JR
駅前グルメ通り
Sui
Shrine
Ekimae
銀座",14843.539953231812,,
icdar_tr_img_06209,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06209.jpg,,"Korean, Chinese, Japanese, Latin",ICDAR_mini,"南口
남쪽
South
Exit
출구
南出口
帝京大学医学部附属病院
北年金事務所
Kita
Pension
Office
Teikyo
University
Hospital
帝京大学・高等学校。中学校
北区福祉事務所
Kita
City
Weltare
Office
School-Jr.High
School
Teikyo
University-High
北特別支援学校
東京家政大学・短期大学部
Kita
Special
Support
School
高等学校・中学校
北都税事務所
Tokyo
College
Kasei
University-Junior
School-Jr.High
School
High
Kita
Metropolitan
Tax
Office
陸上自衛隊十条駐屯地
Ground
Japan
Self-Defense
Force,
Camp
Jujo
東京成徳大学・短期大学
Tokyo
Seitoku
University-JuniorCollege
College
北区立中央図書館
Kita
City
Chuo
Library",14533.765077590942,,,"南口
남쪽
South
Exit
출구
南出口
帝京大学医学部附属病院
北年金事務所
Kita
Pension
Office
Teikyo
University
Hospital
帝京大学・高等学校。中学校
北区福祉事務所
Kita
City
Weltare
Office
School-Jr.High
School
Teikyo
University-High
北特別支援学校
東京家政大学・短期大学部
Kita
Special
Support
School
高等学校・中学校
北都税事務所
Tokyo
College
Kasei
University-Junior
School-Jr.High
School
High
Kita
Metropolitan
Tax
Office
陸上自衛隊十条駐屯地
Ground
Japan
Self-Defense
Force,
Camp
Jujo
東京成徳大学・短期大学
Tokyo
Seitoku
University-JuniorCollege
College
北区立中央図書館
Kita
City
Chuo
Library",11242.119312286377,,
icdar_tr_img_06214,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06214.jpg,"The text that is clearly legible in the image:

- 炭火焼肉
- ラテン居酒屋

Note: There are other signs in the background, but their text is not clearly readable in this image.","Mixed, None, Japanese, Latin",ICDAR_mini,"イシク
Nビル
B
炭火焼肉
陽
a
place
1F",14736.730813980103,,,"イシク
Nビル
B
炭火焼肉
陽
a
place
1F",16322.971105575562,,
icdar_tr_img_06228,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06228.jpg,,"None, Korean, Japanese, Latin",ICDAR_mini,"千歳烏山
KO
12
仙川
ちとせからすやま
芦花公園
Sengawa
Chitose-karasuyama
KO
11
Roka-kōen
仙川
지토세카라스야마
로카코엔
れ亭
Pimo
今までにおい新しいスタイル
LUMINOUS
2F
03-6379-5620
TEL
2F
1F
Delight
SPOROT
つかれ亭
みかれ
03-6909-1823
TEL:
当店の
24時までと
なつて
おります",14534.255266189575,,,"千歳烏山
KO
12
仙川
ちとせからすやま
芦花公園
Sengawa
Chitose-karasuyama
KO
11
Roka-kōen
仙川
지토세카라스야마
로카코엔
れ亭
Pimo
今までにおい新しいスタイル
LUMINOUS
2F
03-6379-5620
TEL
2F
1F
Delight
SPOROT
つかれ亭
みかれ
03-6909-1823
TEL:
当店の
24時までと
なつて
おります",12895.308017730713,,
icdar_tr_img_06237,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06237.jpg,"Here is the text I can extract from the sign in the image:

- 南口
- South Exit
- （時計台・札幌市役所・大通公園・すすきの方面）
- for Clock Tower, Sapporo City Hall, Odori Park, Susukino Dist.
- TAXI

Note: There is a taxi icon next to the word “TAXI.” Some very small text at the bottom is not clearly legible in the image.","Symbols, None, Latin, Japanese, Korean",ICDAR_mini,">
すすきの方面
<
大通公園
札幌市役所
時計台
南ロ
TAXI
City
Hall
Sapporo
for
Clock
Tower
<
South
Exit
>
Susukino
Dist.
Park,
출구
남쪽
/
南口",11423.243999481201,,,">
すすきの方面
<
大通公園
札幌市役所
時計台
南ロ
TAXI
City
Hall
Sapporo
for
Clock
Tower
<
South
Exit
>
Susukino
Dist.
Park,
출구
남쪽
/
南口",14875.02384185791,,
icdar_tr_img_06251,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06251.jpg,"都営新宿線
도에이신주쿠선
Toei Shinjuku Line
大江戸線 新宿駅
오에도선 신주쿠역
Oedo Line, Shinjuku Sta.","Korean, Japanese, Latin",ICDAR_mini,"都営新宿線
都螢新宿線
大江胡線
도에이신쥬쿠선
新宿駅
大江戸線
新宿站
Toei
Shinjuku
오오에도선
Line
신쥬쿠역
Oedo
Line,
Shinjuku
Sta.",14619.817972183228,,,"都営新宿線
都螢新宿線
大江胡線
도에이신쥬쿠선
新宿駅
大江戸線
新宿站
Toei
Shinjuku
오오에도선
Line
신쥬쿠역
Oedo
Line,
Shinjuku
Sta.",13517.754316329956,,
icdar_tr_img_06284,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06284.jpg,"- ヨットハーバー
- Yacht Harbor","Japanese, Latin",ICDAR_mini,"ヨツ卜ハーバ一
Harbor
Yacht",6315.3650760650635,,,"ヨツ卜ハーバ一
Harbor
Yacht",7329.900026321411,,
icdar_tr_img_06285,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06285.jpg,,"Japanese, Latin",ICDAR_mini,"中原区
日本橋町人形一丁目
14
Chuo-ku
Nihonbashi
ningyocho
1-chome
14
日本橋
14-4
人形町
一丁目",9433.012962341309,,,"中原区
日本橋町人形一丁目
14
Chuo-ku
Nihonbashi
ningyocho
1-chome
14
日本橋
14-4
人形町
一丁目",16180.173873901367,,
icdar_tr_img_06326,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06326.jpg,,"Mixed, None, Japanese, Latin",ICDAR_mini,"10
30
無断駐車禁止
月極
空有
P
レツカーにて専用
無断駐の車輪は、
ぞの費用とし
駐車場へ移動·保管、
てレツ力ー代18.000円以上及び
NO·11
保管科金1時間仁つき500円な頂
きます。
にこない場合は。
(有科)しま可。
尚、事故等については一切責任た負い
ませ九。
無断駐車管理受託会社
ワイソレツカ一事業部
TEL
241-0190
超低燃費蓄熱式
瞬間融雪槽
超低燃費
ロ一ドヒー一テイソグ
スノ一ing
1|5
冬春
自動管理燃費
設計·施工
8m3夕イイ·水温25°C
灯油180で圧雪2tを瞬間融雪
25tの荷重に耐える
50年の耐用年数
鉄筋コソクリ一ト60年の耐用年数
【特許出願中】特願2002-223883
次世代ツステム開発
賃貸マソツヨソ建築かち、オ一ナ一代行管理
http://www.j-ark.co.jp
月極駐車場管理
日本ア一ク開発(株)
011-862-6363
TEL
JAD
FAX
011-862-6766",15566.43033027649,,,"10
30
無断駐車禁止
月極
空有
P
レツカーにて専用
無断駐の車輪は、
ぞの費用とし
駐車場へ移動·保管、
てレツ力ー代18.000円以上及び
NO·11
保管科金1時間仁つき500円な頂
きます。
にこない場合は。
(有科)しま可。
尚、事故等については一切責任た負い
ませ九。
無断駐車管理受託会社
ワイソレツカ一事業部
TEL
241-0190
超低燃費蓄熱式
瞬間融雪槽
超低燃費
ロ一ドヒー一テイソグ
スノ一ing
1|5
冬春
自動管理燃費
設計·施工
8m3夕イイ·水温25°C
灯油180で圧雪2tを瞬間融雪
25tの荷重に耐える
50年の耐用年数
鉄筋コソクリ一ト60年の耐用年数
【特許出願中】特願2002-223883
次世代ツステム開発
賃貸マソツヨソ建築かち、オ一ナ一代行管理
http://www.j-ark.co.jp
月極駐車場管理
日本ア一ク開発(株)
011-862-6363
TEL
JAD
FAX
011-862-6766",15972.904920578003,,
icdar_tr_img_06327,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06327.jpg,"スクラッチ
Everyday Challenge!
LEONET
スクラッチ
Congratulations!!
100
ポイント","Japanese, Latin",ICDAR_mini,"スクラッチ
Everyday
Challenge!
LEONET
スクラッチ
Congratulations!!
100
ポイント",5935.378789901733,,,"スクラッチ
Everyday
Challenge!
LEONET
スクラッチ
Congratulations!!
100
ポイント",6805.737018585205,,
icdar_tr_img_06349,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06349.jpg,,"Mixed, Korean, Japanese, Latin",ICDAR_mini,"清水簡易栽判所
Court
Summary
Shimizu
시미즈
간이
재판소
清水簡易栽判所
清水税務署
Shimizu
Office
Tax
清水税務署
시미즈
세무소
は一とぴあ清水
Heartpia
Shimizu
静冈市清水社会福祉会馆
┍Heartpia
아토피아
清水┙
시미즈",12356.27794265747,,,"清水簡易栽判所
Court
Summary
Shimizu
시미즈
간이
재판소
清水簡易栽判所
清水税務署
Shimizu
Office
Tax
清水税務署
시미즈
세무소
は一とぴあ清水
Heartpia
Shimizu
静冈市清水社会福祉会馆
┍Heartpia
아토피아
清水┙
시미즈",16694.602012634277,,
icdar_tr_img_06366,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06366.jpg,"- 4
- 東急車輌
- 平成20年
- モハE232-1036

Note: There is a no-smoking symbol present, but no textual label accompanying it.","Mixed, Japanese, Latin",ICDAR_mini,"4
モハE232-1036
東急車輪
平成20年",8010.541200637817,,,"4
モハE232-1036
東急車輪
平成20年",9420.836210250854,,
icdar_tr_img_06396,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06396.jpg,港区 芝五丁目 14,Japanese,ICDAR_mini,"港区
芝五丁目14",7304.366111755371,,,"港区
芝五丁目14",8335.316181182861,,
icdar_tr_img_06397,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06397.jpg,,"Mixed, None, Japanese, Latin",ICDAR_mini,"鶏を丸ごと味わえる
究極の逸品
生親子
伊達産鶏使用
ば壱
鶏MIX焼き
どど~んと約1kg
ススキノ店
若鶏の至り
011-562-5433
飲み放題
ちゃん焼き
丼
スライス
ラダ
サラダ
飲み放題
メニスー
1度食べたち
止まらない
(金)
17:00
サッポロクラシック·北の勝含む
鶏の至り
2時間
中札内産鶏使用
ド
究極の逸品",18309.20100212097,,,"鶏を丸ごと味わえる
究極の逸品
生親子
伊達産鶏使用
ば壱
鶏MIX焼き
どど~んと約1kg
ススキノ店
若鶏の至り
011-562-5433
飲み放題
ちゃん焼き
丼
スライス
ラダ
サラダ
飲み放題
メニスー
1度食べたち
止まらない
(金)
17:00
サッポロクラシック·北の勝含む
鶏の至り
2時間
中札内産鶏使用
ド
究極の逸品",16503.275156021118,,
icdar_tr_img_06402,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06402.jpg,,"None, Japanese, Latin",ICDAR_mini,"R
HOTEL
RELIEF
ィト-・ビル
吉尾産婦人科
家庭
免税
ダイコク
薬
BISE
大助
Japan
Tax-Free
P
薬
空
Rise
458
490
400
548
98
科
OPEN
2
18
定医
薬
2
27
薬
ダィコク
ダイユク
ドラツグ
ドラツグ
大国薬妆店
大国薬妆店",20237.810134887695,,,"R
HOTEL
RELIEF
ィト-・ビル
吉尾産婦人科
家庭
免税
ダイコク
薬
BISE
大助
Japan
Tax-Free
P
薬
空
Rise
458
490
400
548
98
科
OPEN
2
18
定医
薬
2
27
薬
ダィコク
ダイユク
ドラツグ
ドラツグ
大国薬妆店
大国薬妆店",18642.3020362854,,
icdar_tr_img_06410,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06410.jpg,,"Japanese, Latin",ICDAR_mini,"デリツヤス冷凍
中
製氷
中
真空氷温
給水
冷凍
節電
製氷
冷蔵
冷却モ一ド
真空チルド
MENU
操作部ロツク
おそうじ
デリツやス冷凍
(3秒押し)
(5秒押し)
(3秒押し)",14331.638813018799,,,"デリツヤス冷凍
中
製氷
中
真空氷温
給水
冷凍
節電
製氷
冷蔵
冷却モ一ド
真空チルド
MENU
操作部ロツク
おそうじ
デリツやス冷凍
(3秒押し)
(5秒押し)
(3秒押し)",14543.094158172607,,
icdar_tr_img_06434,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06434.jpg,"- 木月天王森
- Kizukitenomori","Japanese, Latin",ICDAR_mini,"12p
木月天王森
Kizukitennomori",8783.812999725342,,,"12p
木月天王森
Kizukitennomori",9622.066020965576,,
icdar_tr_img_06437,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06437.jpg,,"Symbols, None, Japanese, Latin",ICDAR_mini,"!!
15
Store
Drug
ふわと
Blendy
Blendy
Blendy
Blendy
Blendy",15425.1549243927,,,"!!
15
Store
Drug
ふわと
Blendy
Blendy
Blendy
Blendy
Blendy",16228.93476486206,,
icdar_tr_img_06443,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06443.jpg,"PROCEED CO., LTD.
〒182 東京都調布市仙川町3-5-4
佐藤","Japanese, Latin",ICDAR_mini,"PROCEED
CO.,
LTD.
亍182
東京都調布市仙川町3-5-4
佐藤",8318.578958511353,,,"PROCEED
CO.,
LTD.
亍182
東京都調布市仙川町3-5-4
佐藤",10318.082094192505,,
icdar_tr_img_06448,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06448.jpg,"中原区
木月
4丁目
4-23","Japanese, Latin",ICDAR_mini,"中原区
4-23
木月
4丁目",7255.060911178589,,,"中原区
4-23
木月
4丁目",10572.456121444702,,
icdar_tr_img_06465,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06465.jpg,"Text extracted:
木曽路の
しゃぶしゃぶ

(Reads as: 木曽路のしゃぶしゃぶ)","Japanese, Latin",ICDAR_mini,"とらふぐ
木曽路の
80
77",20676.398992538452,,,"とらふぐ
木曽路の
80
77",13195.022106170654,,
icdar_tr_img_06479,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06479.jpg,"本日限定!!
ワンコイン
鴨ちゃんこ鍋が
一人前 ¥500 税込",Japanese,ICDAR_mini,"本日限定!!
ワソつイソ
鶏ちやんニ鍋が
¥500
一人前
(税运)",12552.67882347107,,,"本日限定!!
ワソつイソ
鶏ちやんニ鍋が
¥500
一人前
(税运)",13149.417877197266,,
icdar_tr_img_06506,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06506.jpg,"当駅で
WiMAX
使えます！

WiMAXに関するお問い合わせは こちら
0120-929-818
受付時間 9:00-21:00 (年中無休)
UQ WiMAX
www.uqwimax.jp","Mixed, Japanese, Latin",ICDAR_mini,"当駅で
WiMAX
使えます!
WiMAXに関するするお問い合わせはこちら
UQお客様
0120-929-818
サボートセソ夕ー
フリーつール
受付時間
9:00~21:00
(年中無休)
携帯·PHSからもこ利用いただけます。
盗維·粉失については24時間受付いたします。
UQ
WiMAX
www.uqwimax.jp",11303.483963012695,,,"当駅で
WiMAX
使えます!
WiMAXに関するするお問い合わせはこちら
UQお客様
0120-929-818
サボートセソ夕ー
フリーつール
受付時間
9:00~21:00
(年中無休)
携帯·PHSからもこ利用いただけます。
盗維·粉失については24時間受付いたします。
UQ
WiMAX
www.uqwimax.jp",12289.016723632812,,
icdar_tr_img_06513,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06513.jpg,,"Japanese, Mixed, None, Latin",ICDAR_mini,"日本でも最大級の
貴女だけの
力ラオケ・よさこ
社交ダンス専門店
フ
全般
用衣裳)
OTOI
紳土
員さん用等)
ダソスドレス
ツヨウビツ
アー
制
1F
レュ一ス
8F
2F
トレス
CINQ
藤田孝幸
SCIENCE
HAIR
4F
www.ivanka.tv
クンヒース
B1F
011-241-1550
1F
www.cinq-t.com
ダソス&カラオケ
3F
清佐三男
011-241-1539
IVANKA
6F
ブ
ボールルーム
00
ステツプ・愛
ラ
代官山
500
TOKYO
ダソスアカデミー
SALON
EYELASH
鰭,蔵
マィ
家
My
スぺース
dining
sapporo
washu
B1
sapporo
dokoro
高価買入専問店査
レユードCD
中古レュード&CD
CONCEPT
RENT
OUT!
高価買取!!
CINQ
BeaL
Beat
SCIENCE
HAIR
www.CINQ.com
011-280-4118
古レユ一ド
[まずはご相談下さい]
SOUL,JAZZ,BLUES
Recoords
レユード
050.1313.3579
TEL
LPs,45s&CDs
CD.
&CD
オールノヒソルOK!!
Beat
RARE&CHEAPI
TEL
050-1313
ビー卜レユーズ
CINQ
Records
[不定休]
OPEN
B1F
AM11:00~PM20:00
中古レユ一ド&CD
A.M11:00~P.M20:00
CD
Beat
レユード,
丁
買取
LP
Records
EP
ose20:00
高
手前)
open
地",15617.086172103882,,,"日本でも最大級の
貴女だけの
力ラオケ・よさこ
社交ダンス専門店
フ
全般
用衣裳)
OTOI
紳土
員さん用等)
ダソスドレス
ツヨウビツ
アー
制
1F
レュ一ス
8F
2F
トレス
CINQ
藤田孝幸
SCIENCE
HAIR
4F
www.ivanka.tv
クンヒース
B1F
011-241-1550
1F
www.cinq-t.com
ダソス&カラオケ
3F
清佐三男
011-241-1539
IVANKA
6F
ブ
ボールルーム
00
ステツプ・愛
ラ
代官山
500
TOKYO
ダソスアカデミー
SALON
EYELASH
鰭,蔵
マィ
家
My
スぺース
dining
sapporo
washu
B1
sapporo
dokoro
高価買入専問店査
レユードCD
中古レュード&CD
CONCEPT
RENT
OUT!
高価買取!!
CINQ
BeaL
Beat
SCIENCE
HAIR
www.CINQ.com
011-280-4118
古レユ一ド
[まずはご相談下さい]
SOUL,JAZZ,BLUES
Recoords
レユード
050.1313.3579
TEL
LPs,45s&CDs
CD.
&CD
オールノヒソルOK!!
Beat
RARE&CHEAPI
TEL
050-1313
ビー卜レユーズ
CINQ
Records
[不定休]
OPEN
B1F
AM11:00~PM20:00
中古レユ一ド&CD
A.M11:00~P.M20:00
CD
Beat
レユード,
丁
買取
LP
Records
EP
ose20:00
高
手前)
open
地",16794.35968399048,,
icdar_tr_img_06523,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06523.jpg,"- お客様の声が、ハンズを育てます。
- 接客応対について、ご意見・ご感想をお聞かせください。
- 東急ハンズは、お客様に気持ちよく、お買い物をしていただけますよう、いままで以上にサービス向上へ努めます。
- 「お客様の声」BOXに、ご意見・ご感想をお寄せください。
- CREATIVE LIFE STORE TOKYU HANDS
- INFORMATION","Mixed, Japanese, Latin",ICDAR_mini,"ハンズを育てます。
お客様の声が、
ご感想を
ご意見・
接客応対について、
お聞かせください。
いままで以上にサービス向上に努めます。
ご感想をお寄せください。
お買い物をしていただけますよう、
お客様に気持ちよく、
ご意見・
BOXに、
東急ハンズは、
[お客様の声]
STORE
LIFE
TOKYU
CREATE
HANDS
INFOMATION",9517.302751541138,,,"ハンズを育てます。
お客様の声が、
ご感想を
ご意見・
接客応対について、
お聞かせください。
いままで以上にサービス向上に努めます。
ご感想をお寄せください。
お買い物をしていただけますよう、
お客様に気持ちよく、
ご意見・
BOXに、
東急ハンズは、
[お客様の声]
STORE
LIFE
TOKYU
CREATE
HANDS
INFOMATION",15357.858896255493,,
icdar_tr_img_06538,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06538.jpg,,"Mixed, None, Japanese, Latin",ICDAR_mini,"151
1
中島新聞鋪
日本經濟新聞
靜岡新聞
日刊工業新聞
乘車位置
セデデ技研
2両
6~7
3両
5~7
一部列車を除く
4両
4~7
5両
5~9
6両
4~9
7両
3~9
8両
2~9
9両
3~11
特急ふじかわ·ホームライナー
3両
3~5
ホームライナー
6両
1~6
足元の数字を
お確かめください
清水駅
JR東海",19787.83106803894,,,"151
1
中島新聞鋪
日本經濟新聞
靜岡新聞
日刊工業新聞
乘車位置
セデデ技研
2両
6~7
3両
5~7
一部列車を除く
4両
4~7
5両
5~9
6両
4~9
7両
3~9
8両
2~9
9両
3~11
特急ふじかわ·ホームライナー
3両
3~5
ホームライナー
6両
1~6
足元の数字を
お確かめください
清水駅
JR東海",15567.332744598389,,
icdar_tr_img_06554,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06554.jpg,,"Symbols, None, Latin, Japanese, Mixed",ICDAR_mini,"PRINCE
EAUTY
3/5日まで
3/5日まで
決算セール
メガネアクセサリー
FREE
WFFI
大決算セール
開催中!
8000
MEGANE
PRINCE
Clione
9800SET
OUTLET
BRAND
70%OFF
Japan
Tax-free
Shop
歡迎光臨
欢迎光临
Welcome
Selamat
TAX
FREE
免稅
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
大決算
8%OFF
レンズ
ブラソドフレーム
SEIKO
HOYA
|
開催中!
70%OFF
50%OFF
全品
全品
セール
最大
最大
Clione
AAA
西島隆弘",25892.072200775146,,,"PRINCE
EAUTY
3/5日まで
3/5日まで
決算セール
メガネアクセサリー
FREE
WFFI
大決算セール
開催中!
8000
MEGANE
PRINCE
Clione
9800SET
OUTLET
BRAND
70%OFF
Japan
Tax-free
Shop
歡迎光臨
欢迎光临
Welcome
Selamat
TAX
FREE
免稅
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
PRINCE
大決算
8%OFF
レンズ
ブラソドフレーム
SEIKO
HOYA
|
開催中!
70%OFF
50%OFF
全品
全品
セール
最大
最大
Clione
AAA
西島隆弘",16847.697973251343,,
icdar_tr_img_06558,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06558.jpg,,"Japanese, None, Latin",ICDAR_mini,"クボタ
おもちゃの
SHERMANV
u.s
""LUCKY
JUMBO
Tigei""
""CHINA
C
MAN
R""
S
M4A1
KU=1
56
プラモザル
135.LS
ASUKA
1号
ASUKA
SHERMN
コレクション
MODEL
アスカモデル
FIREFLY
Eight
FIREFLY
CHIKA
Bll
Bacer
Orange
wheels
プラ
ル
プラモデル
静岡産
ザ
売つてます!
ASUKA
ASUKA
MODEL
MODEL
welcome
Weloon",13207.325220108032,,,"クボタ
おもちゃの
SHERMANV
u.s
""LUCKY
JUMBO
Tigei""
""CHINA
C
MAN
R""
S
M4A1
KU=1
56
プラモザル
135.LS
ASUKA
1号
ASUKA
SHERMN
コレクション
MODEL
アスカモデル
FIREFLY
Eight
FIREFLY
CHIKA
Bll
Bacer
Orange
wheels
プラ
ル
プラモデル
静岡産
ザ
売つてます!
ASUKA
ASUKA
MODEL
MODEL
welcome
Weloon",15666.251182556152,,
