phase,sample_id,ground_truth_box_count,azure_intelligence_box_count,azure_intelligence_cat1_count,azure_intelligence_cat2_count,azure_intelligence_cat3_count,azure_intelligence_cat4_count,azure_intelligence_cat5_count,azure_intelligence_inference_time_ms,gpt-5-mini_box_count,gpt-5-mini_cat1_count,gpt-5-mini_cat2_count,gpt-5-mini_cat3_count,gpt-5-mini_cat4_count,gpt-5-mini_cat5_count,gpt-5-mini_inference_time_ms,gpt-5-nano_box_count,gpt-5-nano_cat1_count,gpt-5-nano_cat2_count,gpt-5-nano_cat3_count,gpt-5-nano_cat4_count,gpt-5-nano_cat5_count,gpt-5-nano_inference_time_ms,mistral_document_ai_box_count,mistral_document_ai_cat1_count,mistral_document_ai_cat2_count,mistral_document_ai_cat3_count,mistral_document_ai_cat4_count,mistral_document_ai_cat5_count,mistral_document_ai_inference_time_ms
P-A,68570,9,80,80,0,0,0,0,3239.6669387817383,,,,,,,,,,,,,,,0,0,0,0,0,0,1731.400966644287
P-A,75188,10,100,100,0,0,0,0,12696.85983657837,,,,,,,,,,,,,,,0,0,0,0,0,0,4884.3090534210205
P-A,76531,12,50,44,6,0,0,0,4397.531986236572,,,,,,,,,,,,,,,0,0,0,0,0,0,2382.362127304077
P-A,76548,13,108,108,0,0,0,0,3333.8229656219482,,,,,,,,,,,,,,,0,0,0,0,0,0,3110.6009483337402
P-A,76549,12,116,115,1,0,0,0,5601.091146469116,,,,,,,,,,,,,,,0,0,0,0,0,0,2515.7039165496826
P-A,76561,17,128,128,0,0,0,0,3443.462133407593,,,,,,,,,,,,,,,0,0,0,0,0,0,3354.5379638671875
P-A,76641,16,107,107,0,0,0,0,3323.647975921631,,,,,,,,,,,,,,,0,0,0,0,0,0,2782.4857234954834
P-A,8143,8,41,40,1,0,0,0,3202.0468711853027,,,,,,,,,,,,,,,0,0,0,0,0,0,4263.575077056885
P-A,83882,7,100,96,4,0,0,0,3276.0162353515625,,,,,,,,,,,,,,,0,0,0,0,0,0,2925.3101348876953
P-A,83940,8,67,66,1,0,0,0,4337.210178375244,,,,,,,,,,,,,,,0,0,0,0,0,0,3626.0721683502197
P-A,85296,14,66,64,2,0,0,0,3192.354679107666,,,,,,,,,,,,,,,0,0,0,0,0,0,2457.8378200531006
P-A,85350,12,83,83,0,0,0,0,10101.714849472046,,,,,,,,,,,,,,,0,0,0,0,0,0,2441.965103149414
P-A,85391,14,81,81,0,0,0,0,4461.112976074219,,,,,,,,,,,,,,,0,0,0,0,0,0,6856.778860092163
P-A,85392,4,25,22,3,0,0,0,3160.633087158203,,,,,,,,,,,,,,,0,0,0,0,0,0,1461.5647792816162
P-A,85393,7,48,48,0,0,0,0,6573.873043060303,,,,,,,,,,,,,,,0,0,0,0,0,0,2083.7759971618652
P-A,87491,12,65,64,1,0,0,0,3201.582193374634,,,,,,,,,,,,,,,0,0,0,0,0,0,2430.5460453033447
P-A,8794,8,45,43,2,0,0,0,3188.660144805908,,,,,,,,,,,,,,,0,0,0,0,0,0,2305.657148361206
P-A,8836,9,116,115,1,0,0,0,3227.5876998901367,,,,,,,,,,,,,,,0,0,0,0,0,0,3203.3331394195557
P-A,8909,6,42,42,0,0,0,0,5429.076910018921,,,,,,,,,,,,,,,0,0,0,0,0,0,2147.8121280670166
P-A,8911,7,81,79,2,0,0,0,3256.192922592163,,,,,,,,,,,,,,,0,0,0,0,0,0,2278.33890914917
P-A,8912,9,75,73,2,0,0,0,6847.7582931518555,,,,,,,,,,,,,,,0,0,0,0,0,0,3090.9481048583984
P-A,8913,2,32,32,0,0,0,0,4134.634971618652,,,,,,,,,,,,,,,0,0,0,0,0,0,2065.9499168395996
P-A,89832,13,61,57,4,0,0,0,3212.162733078003,,,,,,,,,,,,,,,0,0,0,0,0,0,10996.562957763672
P-A,89835,12,58,54,4,0,0,0,4374.394178390503,,,,,,,,,,,,,,,0,0,0,0,0,0,3051.77903175354
P-A,90324,12,63,60,3,0,0,0,3365.8251762390137,,,,,,,,,,,,,,,0,0,0,0,0,0,23036.29493713379
P-A,91329,9,62,62,0,0,0,0,3186.4969730377197,,,,,,,,,,,,,,,0,0,0,0,0,0,8876.996040344238
P-A,9230,10,104,104,0,0,0,0,3232.316017150879,,,,,,,,,,,,,,,0,0,0,0,0,0,3408.515691757202
P-A,9231,9,73,73,0,0,0,0,3336.6222381591797,,,,,,,,,,,,,,,0,0,0,0,0,0,5734.38572883606
P-A,9232,9,63,63,0,0,0,0,3237.168073654175,,,,,,,,,,,,,,,0,0,0,0,0,0,4241.926908493042
P-A,9233,3,25,25,0,0,0,0,4275.155067443848,,,,,,,,,,,,,,,0,0,0,0,0,0,1910.1271629333496
P-A,9234,5,28,27,1,0,0,0,3071.7809200286865,,,,,,,,,,,,,,,0,0,0,0,0,0,2687.8440380096436
P-A,9235,3,27,27,0,0,0,0,3104.1131019592285,,,,,,,,,,,,,,,0,0,0,0,0,0,1783.0801010131836
P-A,9236,4,32,31,1,0,0,0,3254.1863918304443,,,,,,,,,,,,,,,0,0,0,0,0,0,3654.355049133301
P-A,9237,3,25,24,1,0,0,0,3153.956890106201,,,,,,,,,,,,,,,0,0,0,0,0,0,3386.5609169006348
P-A,9238,8,80,80,0,0,0,0,3259.8609924316406,,,,,,,,,,,,,,,0,0,0,0,0,0,2886.5411281585693
P-A,92820,9,72,69,3,0,0,0,6685.498952865601,,,,,,,,,,,,,,,0,0,0,0,0,0,2755.0089359283447
P-A,92821,9,63,59,4,0,0,0,3218.4202671051025,,,,,,,,,,,,,,,0,0,0,0,0,0,2230.905055999756
P-A,92823,8,88,84,4,0,0,0,3316.154956817627,,,,,,,,,,,,,,,0,0,0,0,0,0,3662.0688438415527
P-A,92826,8,68,66,2,0,0,0,3373.1091022491455,,,,,,,,,,,,,,,0,0,0,0,0,0,2913.2168292999268
P-A,92830,9,58,54,4,0,0,0,3224.548816680908,,,,,,,,,,,,,,,0,0,0,0,0,0,2278.2747745513916
P-A,92833,11,82,78,4,0,0,0,3475.3260612487793,,,,,,,,,,,,,,,0,0,0,0,0,0,2531.458854675293
P-A,92834,10,83,81,2,0,0,0,3314.0459060668945,,,,,,,,,,,,,,,0,0,0,0,0,0,7024.420261383057
P-A,92835,9,66,63,3,0,0,0,3198.720932006836,,,,,,,,,,,,,,,0,0,0,0,0,0,3096.076011657715
P-A,92836,8,62,58,4,0,0,0,3351.525068283081,,,,,,,,,,,,,,,0,0,0,0,0,0,2270.6339359283447
P-A,92837,9,68,65,3,0,0,0,3474.8928546905518,,,,,,,,,,,,,,,0,0,0,0,0,0,5131.118059158325
P-A,92838,8,58,54,4,0,0,0,3268.5508728027344,,,,,,,,,,,,,,,0,0,0,0,0,0,3133.8541507720947
P-A,92841,8,110,110,0,0,0,0,3312.1469020843506,,,,,,,,,,,,,,,0,0,0,0,0,0,5429.426193237305
P-A,92842,8,114,114,0,0,0,0,5736.696720123291,,,,,,,,,,,,,,,0,0,0,0,0,0,6213.658809661865
P-A,92843,10,109,109,0,0,0,0,3322.2527503967285,,,,,,,,,,,,,,,0,0,0,0,0,0,4321.549892425537
P-A,92846,10,127,127,0,0,0,0,3516.873836517334,,,,,,,,,,,,,,,0,0,0,0,0,0,2766.878366470337
P-A,92852,7,84,84,0,0,0,0,3221.7419147491455,,,,,,,,,,,,,,,0,0,0,0,0,0,2355.654239654541
P-A,92853,2,67,64,3,0,0,0,4341.48907661438,,,,,,,,,,,,,,,0,0,0,0,0,0,4988.319873809814
P-A,92858,8,105,105,0,0,0,0,4337.019920349121,,,,,,,,,,,,,,,0,0,0,0,0,0,3765.6798362731934
P-A,92859,2,67,64,3,0,0,0,3229.4070720672607,,,,,,,,,,,,,,,0,0,0,0,0,0,2200.4849910736084
P-A,92877,4,82,82,0,0,0,0,3208.3568572998047,,,,,,,,,,,,,,,0,0,0,0,0,0,2440.1419162750244
P-A,92880,2,187,184,3,0,0,0,3213.0839824676514,,,,,,,,,,,,,,,0,0,0,0,0,0,2441.5059089660645
P-A,92888,13,100,100,0,0,0,0,3354.0091514587402,,,,,,,,,,,,,,,0,0,0,0,0,0,2474.743127822876
P-A,92892,9,105,105,0,0,0,0,3416.5899753570557,,,,,,,,,,,,,,,0,0,0,0,0,0,2589.1709327697754
P-A,92893,8,86,86,0,0,0,0,3322.788953781128,,,,,,,,,,,,,,,0,0,0,0,0,0,2013.9989852905273
P-A,92900,9,87,87,0,0,0,0,3244.32110786438,,,,,,,,,,,,,,,0,0,0,0,0,0,1961.251974105835
P-A,92901,9,77,77,0,0,0,0,3230.384111404419,,,,,,,,,,,,,,,0,0,0,0,0,0,2661.275863647461
P-A,92909,12,99,99,0,0,0,0,3332.379102706909,,,,,,,,,,,,,,,0,0,0,0,0,0,4829.482316970825
P-A,92910,8,51,51,0,0,0,0,3248.0337619781494,,,,,,,,,,,,,,,0,0,0,0,0,0,2365.4708862304688
P-A,92915,8,70,70,0,0,0,0,5461.6968631744385,,,,,,,,,,,,,,,0,0,0,0,0,0,2691.718101501465
P-A,92916,11,115,115,0,0,0,0,3384.597063064575,,,,,,,,,,,,,,,0,0,0,0,0,0,4180.79400062561
P-A,92917,8,75,75,0,0,0,0,3212.1028900146484,,,,,,,,,,,,,,,0,0,0,0,0,0,2521.8210220336914
P-A,92926,14,109,109,0,0,0,0,3412.0330810546875,,,,,,,,,,,,,,,0,0,0,0,0,0,3014.1067504882812
P-A,92927,9,111,111,0,0,0,0,3581.03609085083,,,,,,,,,,,,,,,0,0,0,0,0,0,6956.892967224121
P-A,92930,15,108,108,0,0,0,0,3435.622215270996,,,,,,,,,,,,,,,0,0,0,0,0,0,3832.334041595459
P-A,92938,8,110,110,0,0,0,0,3507.176160812378,,,,,,,,,,,,,,,0,0,0,0,0,0,5979.781866073608
P-A,94113,12,72,70,2,0,0,0,3218.997001647949,,,,,,,,,,,,,,,0,0,0,0,0,0,2928.057909011841
P-A,94187,2,148,145,3,0,0,0,3280.355215072632,,,,,,,,,,,,,,,0,0,0,0,0,0,4212.76593208313
P-A,94468,11,69,67,2,0,0,0,3337.570905685425,,,,,,,,,,,,,,,0,0,0,0,0,0,2294.6839332580566
P-A,94488,11,73,71,2,0,0,0,5575.409889221191,,,,,,,,,,,,,,,0,0,0,0,0,0,3613.9047145843506
P-A,94502,9,74,72,2,0,0,0,3225.635290145874,,,,,,,,,,,,,,,0,0,0,0,0,0,4786.032199859619
P-A,94504,9,65,62,3,0,0,0,4525.768995285034,,,,,,,,,,,,,,,0,0,0,0,0,0,2653.7997722625732
P-A,94518,14,96,96,0,0,0,0,3197.014093399048,,,,,,,,,,,,,,,0,0,0,0,0,0,2492.6488399505615
P-A,94519,10,90,90,0,0,0,0,4359.750986099243,,,,,,,,,,,,,,,0,0,0,0,0,0,2716.5069580078125
P-A,94520,13,111,107,4,0,0,0,3200.2317905426025,,,,,,,,,,,,,,,0,0,0,0,0,0,2355.574607849121
P-A,94565,8,85,85,0,0,0,0,3274.091958999634,,,,,,,,,,,,,,,0,0,0,0,0,0,5524.383783340454
P-A,94591,8,111,111,0,0,0,0,8063.502073287964,,,,,,,,,,,,,,,0,0,0,0,0,0,3116.658926010132
P-A,94595,10,109,109,0,0,0,0,3573.003053665161,,,,,,,,,,,,,,,0,0,0,0,0,0,3401.5517234802246
P-B,102415,7,,,,,,,,6,3,1,1,1,0,12686.348676681519,6,3,1,1,1,0,25339.904069900513,,,,,,,
P-B,102930,5,,,,,,,,4,2,1,0,0,1,10143.05305480957,5,2,0,0,0,3,16515.011072158813,,,,,,,
P-B,108635,11,,,,,,,,7,2,4,0,0,1,16323.594808578491,0,0,0,0,0,0,25498.124837875366,,,,,,,
P-B,108636,4,,,,,,,,3,1,1,0,0,1,11730.99398612976,4,3,0,0,0,1,14131.228923797607,,,,,,,
P-B,108646,12,,,,,,,,8,4,4,0,0,0,19862.3309135437,7,4,3,0,0,0,16247.738122940063,,,,,,,
P-B,108647,15,,,,,,,,15,8,7,0,0,0,26304.243087768555,14,8,6,0,0,0,20676.92995071411,,,,,,,
P-B,108648,11,,,,,,,,7,2,5,0,0,0,15721.495866775513,0,0,0,0,0,0,23258.994817733765,,,,,,,
P-B,10946,14,,,,,,,,12,8,4,0,0,0,20652.913093566895,14,10,4,0,0,0,12796.993970870972,,,,,,,
P-B,10948,11,,,,,,,,9,6,3,0,0,0,14727.957963943481,12,8,4,0,0,0,17357.614755630493,,,,,,,
P-B,110118,11,,,,,,,,6,4,1,0,1,0,13519.064903259277,2,0,1,0,1,0,18847.911834716797,,,,,,,
P-B,110150,8,,,,,,,,7,4,2,0,0,1,15158.866167068481,7,5,1,0,0,1,14122.206211090088,,,,,,,
P-B,110151,6,,,,,,,,8,5,2,0,0,1,17293.138027191162,9,5,2,0,0,2,21343.69707107544,,,,,,,
P-B,110152,8,,,,,,,,9,5,3,0,0,1,16163.790702819824,13,3,4,0,0,6,18058.073043823242,,,,,,,
P-B,110153,6,,,,,,,,7,4,1,0,0,2,15463.05799484253,5,3,1,0,0,1,15482.473850250244,,,,,,,
P-B,110164,9,,,,,,,,5,3,2,0,0,0,10442.270994186401,3,2,1,0,0,0,12532.27686882019,,,,,,,
P-B,110165,6,,,,,,,,5,3,1,0,0,1,10661.827087402344,6,5,1,0,0,0,19440.53292274475,,,,,,,
P-B,110166,12,,,,,,,,6,4,2,0,0,0,12175.433874130249,6,4,2,0,0,0,16684.87000465393,,,,,,,
P-B,110167,11,,,,,,,,8,4,4,0,0,0,16191.399335861206,7,4,3,0,0,0,22184.740781784058,,,,,,,
P-B,110168,15,,,,,,,,10,3,7,0,0,0,15667.44589805603,11,7,4,0,0,0,22947.515964508057,,,,,,,
P-B,11037,14,,,,,,,,6,3,3,0,0,0,16553.0002117157,12,9,3,0,0,0,17563.992977142334,,,,,,,
P-B,117878,12,,,,,,,,14,10,4,0,0,0,22220.23868560791,9,5,4,0,0,0,23023.005962371826,,,,,,,
P-B,117879,11,,,,,,,,5,3,2,0,0,0,10948.805093765259,6,4,2,0,0,0,21734.283924102783,,,,,,,
P-B,117880,8,,,,,,,,5,3,2,0,0,0,13729.34103012085,8,4,4,0,0,0,23851.436138153076,,,,,,,
P-B,117881,10,,,,,,,,6,3,3,0,0,0,13521.249055862427,5,2,3,0,0,0,20767.63916015625,,,,,,,
P-B,117882,9,,,,,,,,6,4,2,0,0,0,12067.43311882019,7,5,2,0,0,0,20904.836893081665,,,,,,,
P-B,117883,10,,,,,,,,4,2,2,0,0,0,15432.399034500122,6,4,2,0,0,0,20661.272048950195,,,,,,,
P-B,118511,14,,,,,,,,10,5,3,0,0,2,17373.902082443237,0,0,0,0,0,0,23473.70195388794,,,,,,,
P-B,119395,12,,,,,,,,8,4,3,1,0,0,17715.463876724243,9,5,3,1,0,0,35767.061948776245,,,,,,,
P-B,122849,13,,,,,,,,7,5,1,0,1,0,14832.921028137207,6,3,2,0,1,0,20014.534950256348,,,,,,,
P-B,127107,7,,,,,,,,5,2,2,0,1,0,13955.64603805542,5,3,1,0,1,0,14395.793199539185,,,,,,,
P-B,127108,7,,,,,,,,5,2,2,0,1,0,13607.50412940979,3,0,2,0,1,0,11712.482929229736,,,,,,,
P-B,127109,4,,,,,,,,6,4,1,0,1,0,11925.455808639526,7,4,2,0,1,0,15370.777130126953,,,,,,,
P-B,127110,6,,,,,,,,7,4,1,0,1,1,17639.023065567017,6,3,1,0,1,1,12653.799057006836,,,,,,,
P-B,127122,6,,,,,,,,7,4,1,0,0,2,13987.81704902649,9,6,1,0,0,2,13497.704982757568,,,,,,,
P-B,127369,22,,,,,,,,13,8,3,2,0,0,19231.966972351074,10,3,5,2,0,0,13650.93994140625,,,,,,,
P-B,127370,26,,,,,,,,15,8,6,1,0,0,19304.476261138916,8,4,3,1,0,0,19547.09506034851,,,,,,,
P-B,127663,13,,,,,,,,12,6,4,0,0,2,19794.059991836548,8,4,1,0,0,3,19913.541793823242,,,,,,,
P-B,130973,7,,,,,,,,6,4,1,0,0,1,16792.550325393677,7,4,2,0,0,1,13089.203119277954,,,,,,,
P-B,131382,21,,,,,,,,6,3,1,0,1,1,17106.088876724243,3,2,1,0,0,0,15201.210975646973,,,,,,,
P-B,131383,13,,,,,,,,6,3,1,1,0,1,13678.44295501709,5,3,1,0,0,1,18730.578184127808,,,,,,,
P-B,131384,14,,,,,,,,9,4,4,0,0,1,14216.305017471313,9,4,4,1,0,0,19655.118942260742,,,,,,,
P-B,131385,5,,,,,,,,5,3,1,0,0,1,15398.522138595581,7,5,1,0,0,1,19375.219106674194,,,,,,,
P-B,131386,9,,,,,,,,6,3,2,1,0,0,12909.151077270508,5,3,2,0,0,0,14889.323949813843,,,,,,,
P-B,131588,15,,,,,,,,13,7,4,0,0,2,19044.895887374878,14,8,5,0,0,1,24162.97674179077,,,,,,,
P-B,134095,6,,,,,,,,7,2,4,0,1,0,18487.28609085083,6,2,3,0,1,0,19184.223890304565,,,,,,,
P-B,134096,7,,,,,,,,7,3,2,0,2,0,13873.061180114746,4,0,2,0,2,0,19242.010831832886,,,,,,,
P-B,134110,5,,,,,,,,4,3,1,0,0,0,18623.77905845642,6,5,1,0,0,0,21481.191873550415,,,,,,,
P-B,134111,5,,,,,,,,5,3,2,0,0,0,14031.938076019287,7,5,1,0,0,1,20446.42996788025,,,,,,,
P-B,134112,5,,,,,,,,5,3,2,0,0,0,12022.809028625488,6,4,2,0,0,0,19553.596019744873,,,,,,,
P-B,134113,6,,,,,,,,5,3,2,0,0,0,12089.731693267822,5,3,2,0,0,0,18958.357095718384,,,,,,,
P-B,134114,7,,,,,,,,4,2,2,0,0,0,11776.891946792603,4,2,2,0,0,0,12817.172050476074,,,,,,,
P-B,134115,7,,,,,,,,5,4,1,0,0,0,12390.239953994751,8,6,2,0,0,0,27022.587060928345,,,,,,,
P-B,134116,4,,,,,,,,3,2,1,0,0,0,11444.26703453064,3,3,0,0,0,0,18914.268255233765,,,,,,,
P-B,134117,7,,,,,,,,6,5,1,0,0,0,13990.466833114624,8,6,2,0,0,0,18229.71272468567,,,,,,,
P-B,134118,5,,,,,,,,3,2,1,0,0,0,11681.833028793335,3,2,1,0,0,0,15340.686082839966,,,,,,,
P-B,138217,5,,,,,,,,8,6,1,0,0,1,12530.457973480225,9,6,2,0,0,1,17213.914155960083,,,,,,,
P-B,138221,6,,,,,,,,8,6,1,0,0,1,16337.07308769226,12,7,4,0,0,1,21589.920043945312,,,,,,,
P-B,138657,8,,,,,,,,10,7,2,0,0,1,15596.657752990723,8,5,3,0,0,0,17487.61224746704,,,,,,,
P-B,138695,14,,,,,,,,14,6,4,3,0,1,17901.477813720703,9,2,4,2,0,1,17901.723861694336,,,,,,,
P-B,138696,4,,,,,,,,8,4,2,2,0,0,18001.47795677185,8,4,2,2,0,0,15884.750843048096,,,,,,,
P-B,138697,6,,,,,,,,7,4,1,2,0,0,18769.506216049194,7,3,2,2,0,0,15938.661098480225,,,,,,,
P-B,138698,12,,,,,,,,11,4,3,2,1,1,17281.851768493652,14,3,3,6,1,1,21161.235332489014,,,,,,,
P-B,138699,6,,,,,,,,8,3,3,2,0,0,21531.012058258057,9,3,2,4,0,0,20253.14712524414,,,,,,,
P-B,138700,6,,,,,,,,10,5,3,2,0,0,17613.476037979126,7,2,3,2,0,0,17859.782934188843,,,,,,,
P-B,138701,6,,,,,,,,7,2,3,2,0,0,14130.122184753418,7,3,2,2,0,0,15750.842094421387,,,,,,,
P-B,1431,11,,,,,,,,13,9,4,0,0,0,23072.52812385559,13,9,4,0,0,0,17775.100231170654,,,,,,,
P-B,14732,11,,,,,,,,14,8,5,0,0,1,17231.335163116455,9,5,2,0,0,2,21561.113834381104,,,,,,,
P-B,153252,9,,,,,,,,10,5,4,0,1,0,16432.069063186646,5,1,1,0,3,0,13902.841091156006,,,,,,,
P-B,153295,28,,,,,,,,16,3,13,0,0,0,21896.013975143433,10,1,9,0,0,0,19051.30171775818,,,,,,,
P-B,155318,12,,,,,,,,8,4,2,0,2,0,16282.806158065796,8,4,2,0,2,0,17551.316022872925,,,,,,,
P-B,155319,10,,,,,,,,7,4,2,0,1,0,15523.457050323486,4,1,2,0,1,0,12664.459943771362,,,,,,,
P-B,155320,8,,,,,,,,7,4,2,0,1,0,17299.774885177612,4,2,1,0,1,0,16711.750984191895,,,,,,,
P-B,155321,9,,,,,,,,6,4,1,0,1,0,13300.642013549805,6,4,1,0,1,0,16322.237968444824,,,,,,,
P-B,155375,8,,,,,,,,6,3,2,0,0,1,19610.272884368896,5,3,1,0,0,1,15725.322961807251,,,,,,,
P-B,155408,8,,,,,,,,4,2,2,0,0,0,12988.122940063477,4,3,1,0,0,0,17128.747940063477,,,,,,,
P-B,158029,8,,,,,,,,6,4,1,0,1,0,12946.691989898682,5,3,1,0,1,0,13741.079807281494,,,,,,,
P-B,158756,13,,,,,,,,14,6,5,0,0,3,19253.796100616455,8,5,1,0,0,2,25947.371006011963,,,,,,,
P-B,161545,13,,,,,,,,10,4,3,0,0,3,12927.640914916992,0,0,0,0,0,0,25076.85422897339,,,,,,,
P-B,161664,10,,,,,,,,6,3,2,0,0,1,12153.281688690186,7,5,1,0,0,1,23796.199798583984,,,,,,,
P-B,164172,6,,,,,,,,5,3,1,0,1,0,19595.709085464478,5,2,1,0,1,1,14508.535146713257,,,,,,,
P-B,165155,10,,,,,,,,12,8,4,0,0,0,18321.024894714355,13,10,3,0,0,0,22274.83606338501,,,,,,,
P-B,165156,2,,,,,,,,0,0,0,0,0,0,9777.086973190308,4,2,1,0,1,0,13725.995063781738,,,,,,,
P-B,165157,2,,,,,,,,3,1,1,0,1,0,11052.428007125854,3,0,2,0,1,0,14231.661081314087,,,,,,,
P-B,165158,3,,,,,,,,5,3,1,0,1,0,12994.452238082886,4,2,1,0,1,0,16295.557975769043,,,,,,,
P-B,165159,4,,,,,,,,5,2,2,0,1,0,7845.691680908203,5,1,3,0,1,0,17402.68588066101,,,,,,,
P-B,165160,4,,,,,,,,5,3,1,0,0,1,13610.081195831299,13,5,1,0,0,7,22035.298109054565,,,,,,,
P-B,165161,5,,,,,,,,7,2,2,0,0,3,15500.026941299438,7,2,2,0,0,3,14932.1129322052,,,,,,,
P-B,165162,4,,,,,,,,5,2,1,0,0,2,9719.36821937561,7,3,2,0,0,2,15421.99993133545,,,,,,,
P-B,165163,8,,,,,,,,7,3,3,0,0,1,12121.500968933105,7,3,3,0,0,1,14440.259218215942,,,,,,,
P-B,165164,4,,,,,,,,7,6,0,0,0,1,12040.560245513916,5,3,1,0,0,1,14013.921976089478,,,,,,,
P-B,165165,6,,,,,,,,5,2,3,0,0,0,15360.732793807983,7,5,2,0,0,0,15269.446849822998,,,,,,,
P-B,165166,3,,,,,,,,3,2,1,0,0,0,9125.044822692871,4,3,1,0,0,0,11493.382215499878,,,,,,,
P-B,165167,6,,,,,,,,4,2,2,0,0,0,9978.127241134644,7,5,2,0,0,0,16504.544019699097,,,,,,,
P-B,165168,7,,,,,,,,8,5,3,0,0,0,13603.110074996948,8,4,4,0,0,0,19152.169942855835,,,,,,,
P-B,166403,11,,,,,,,,11,6,4,0,0,1,14436.94281578064,12,5,6,0,0,1,21491.910934448242,,,,,,,
P-B,166411,12,,,,,,,,11,6,3,0,0,2,16666.127920150757,0,0,0,0,0,0,22513.899087905884,,,,,,,
P-B,166429,12,,,,,,,,11,6,3,0,0,2,17565.444946289062,7,4,2,0,0,1,19321.61784172058,,,,,,,
P-B,166478,14,,,,,,,,13,7,4,0,1,1,14311.209917068481,14,8,4,0,1,1,20229.59017753601,,,,,,,
P-B,166479,12,,,,,,,,9,4,4,0,1,0,14902.14490890503,8,4,3,0,1,0,21022.999048233032,,,,,,,
P-B,166480,10,,,,,,,,9,4,3,0,2,0,65449.668645858765,9,4,3,0,2,0,14733.43801498413,,,,,,,
P-B,166494,12,,,,,,,,11,6,2,0,1,2,16061.136960983276,9,4,2,0,1,2,15649.275779724121,,,,,,,
P-B,166519,2,,,,,,,,0,0,0,0,0,0,8308.958053588867,10,4,0,0,1,5,17949.03874397278,,,,,,,
P-B,166520,2,,,,,,,,0,0,0,0,0,0,18576.935052871704,9,4,0,0,0,5,20246.058225631714,,,,,,,
P-B,166537,8,,,,,,,,7,5,1,0,0,1,15944.488048553467,3,2,0,0,0,1,10310.269832611084,,,,,,,
P-B,166538,7,,,,,,,,7,5,0,0,0,2,10529.30212020874,7,5,0,0,0,2,14331.894636154175,,,,,,,
P-B,166539,12,,,,,,,,7,3,3,0,0,1,14691.691160202026,7,4,2,0,0,1,13802.678108215332,,,,,,,
P-B,166548,17,,,,,,,,16,8,8,0,0,0,18736.148357391357,15,9,6,0,0,0,18796.333074569702,,,,,,,
P-B,166549,12,,,,,,,,12,6,6,0,0,0,23124.577045440674,8,6,2,0,0,0,14376.543998718262,,,,,,,
P-B,169042,13,,,,,,,,12,7,3,0,0,2,14665.167093276978,9,4,3,0,0,2,22399.784803390503,,,,,,,
P-B,171480,9,,,,,,,,10,5,3,0,0,2,13892.06600189209,0,0,0,0,0,0,32003.533124923706,,,,,,,
P-B,171572,2,,,,,,,,4,2,1,0,1,0,9241.163969039917,4,2,1,0,1,0,13955.160856246948,,,,,,,
P-B,171646,9,,,,,,,,5,4,1,0,0,0,11388.621091842651,6,5,1,0,0,0,18077.41093635559,,,,,,,
P-B,171647,12,,,,,,,,9,5,4,0,0,0,13991.633176803589,8,5,3,0,0,0,22027.83989906311,,,,,,,
P-B,171648,12,,,,,,,,6,3,3,0,0,0,13724.954843521118,7,4,3,0,0,0,20138.58199119568,,,,,,,
P-B,171649,10,,,,,,,,7,5,2,0,0,0,13879.441261291504,8,6,2,0,0,0,16164.17908668518,,,,,,,
P-B,171650,9,,,,,,,,6,5,1,0,0,0,17323.61078262329,4,3,1,0,0,0,11023.700952529907,,,,,,,
P-B,171921,9,,,,,,,,10,5,3,0,0,2,14894.696950912476,14,8,4,0,0,2,24066.278219223022,,,,,,,
P-B,17233,10,,,,,,,,10,7,2,0,0,1,15550.821781158447,9,6,2,0,0,1,19715.23880958557,,,,,,,
P-B,17540,11,,,,,,,,6,3,1,0,2,0,11574.83696937561,8,3,3,0,2,0,17238.25478553772,,,,,,,
P-B,17541,8,,,,,,,,10,2,4,0,4,0,10865.013837814331,6,2,0,0,4,0,16756.386041641235,,,,,,,
P-B,17680,11,,,,,,,,9,6,3,0,0,0,12387.602806091309,11,8,3,0,0,0,12641.316175460815,,,,,,,
P-B,176851,10,,,,,,,,12,6,4,0,0,2,14448.017120361328,8,4,2,0,0,2,16252.536296844482,,,,,,,
P-B,176995,9,,,,,,,,11,5,4,0,0,2,13106.529951095581,0,0,0,0,0,0,23944.509744644165,,,,,,,
P-B,177003,10,,,,,,,,12,6,4,0,0,2,15940.356016159058,10,4,3,0,0,3,20635.83493232727,,,,,,,
P-B,17789,15,,,,,,,,7,4,2,0,0,1,15235.188007354736,6,3,2,0,0,1,11642.70305633545,,,,,,,
P-B,178403,14,,,,,,,,13,7,4,0,0,2,17669.903993606567,10,4,5,0,0,1,26697.13830947876,,,,,,,
P-B,178650,11,,,,,,,,8,6,2,0,0,0,15525.407075881958,7,5,2,0,0,0,15239.413022994995,,,,,,,
P-B,180614,12,,,,,,,,13,6,5,0,0,2,18025.74586868286,11,6,3,0,0,2,15985.14199256897,,,,,,,
P-B,180671,17,,,,,,,,13,5,7,0,1,0,20772.174835205078,0,0,0,0,0,0,21041.450023651123,,,,,,,
P-B,180754,14,,,,,,,,10,4,6,0,0,0,21924.86810684204,15,11,4,0,0,0,21724.95412826538,,,,,,,
P-B,180755,14,,,,,,,,13,7,5,1,0,0,22056.90598487854,7,4,3,0,0,0,13080.520868301392,,,,,,,
P-B,180756,18,,,,,,,,16,9,7,0,0,0,26472.72801399231,8,5,3,0,0,0,12494.960069656372,,,,,,,
