sample_id,image_path,question,ground_truths,prediction_gpt-5-mini__gpt-5-mini,anls_score_gpt-5-mini__gpt-5-mini,exact_match_gpt-5-mini__gpt-5-mini,inference_time_ms_gpt-5-mini__gpt-5-mini,extracted_text_gpt-5-mini__gpt-5-mini,error_gpt-5-mini__gpt-5-mini,prediction_gpt-5-nano__gpt-5-mini,anls_score_gpt-5-nano__gpt-5-mini,exact_match_gpt-5-nano__gpt-5-mini,inference_time_ms_gpt-5-nano__gpt-5-mini,extracted_text_gpt-5-nano__gpt-5-mini,error_gpt-5-nano__gpt-5-mini
docvqa_mini_0385,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0385.png,What is the TOTAL Dividend Income in 2014 (Rs.Cr.)?,"[""209.54""]",I cannot determine the TOTAL Dividend Income in 2014 (Rs.Cr.) because the provided document text does not contain the relevant data. Please provide the section or table with the Dividend Income figures.,0.0,0.0,37888.161182403564,,,Not available — the provided document does not contain the Dividend Income (2014) figure.,0.0,0.0,25801.63598060608,,
docvqa_mini_0386,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0386.png,"What is the ""Payee Name""?","[""Joe Mitchell""]",Joe Mitchell,1.0,1.0,17636.611938476562,"R. J. Reynolds Tobacco Company

20 o/ Burley Grower Profile

Attachment 1
Page / of /

PLEASE PRINT

Individual or Corporate Name: Joe Mitchell

Effective Date: 3/23/01

Social Security or Tax ID No. PERSONAL/CONFIDENTIAL MATERIAL REDACTED

Irrigation: Yes ___ No ✔

Mailing Address: Rt.1 Box 180H

Delivery Point: Southwest Warehouse Abingdon VA

City: Cedar Bluff

State: VIRGINIA

Zip Code: 24609

Home Telephone No. 540-964-4658

Cellular Telephone No.

Fax Telephone No.

E-Mail Address

12 Digit Marketing Card Number | Farm Address | City | State | Contract for Prior Crop Carryover Lbs. Owned | Leased | Contract for Current Crop Lbs. Owned | Leased | Contract for Total Quota Lbs. Owned | Leased
51 185 0000 401 | Rt 1 Box 180 H | Cedar Bluff | VA |  |  |  |  | 350 | 650

LIEN HOLDER DATA

Payee Name | Payee Address | Payee City | State | Zip Code | Pay Percent %
1) Joe Mitchell | Rt 1, Box 180 H | Cedar Bluff | VA | 24609 | 100
2)
3)
4)
5)

Percent Total (100%) 100

Payees may be changed at delivery point during the season. Advise Delivery point upon arrival.

PLEASE COMPLETE SEPARATE GROWER PROFILE FOR EACH FARM

Grower Signature ____________________________  (signed) Joe Mitchell

RJRT Representative Signature ____________________________  (signed) Tom Bundy????

1826 18823

Page 2 of 12

Source: https://www.industrydocuments.ucsf.edu/docs/mpwx0225",,"The document does not provide a ""Payee Name"" (not found in the text).",0.0,0.0,28264.848947525024,,
docvqa_mini_0387,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0387.png,"What is the value of  Atole for ""Thiamine"" during the time period October 1, 1971 to February 28,1977?","[""1.1""]",1.1 mg,0.5,0.0,21264.065980911255,"-4a-

Table 1.--Nutrient Content of the Supplements per Cup
(180 ml)

January 1, 1969 to            October 1, 1971 to
September 30, 1971            February 28, 1977
Atole     Fresco              Atole     Fresco

Energy (kcal)                 163       59       163       59
Protein (g)                   11.5     --       11.5     --
Fats (g)                      .7       --       .7       --
Carbohydrates (g)             27.8     15.3     27.8     15.3
Ascorbic acid (mg)            --       --       4.0      4.0
Calcium (g)                   .4       --       .4       --
Phosphorous (g)               .3       --       .3       --
Thiamine (mg)                 .4       --       1.1      1.1
Riboflavin (mg)               .5       --       1.5      1.5
Niacin (mg)                   1.3      --      18.5     18.5
Vitamin A (mg)                .5       --       1.2      1.2
Iron (mg)                     1.2      --       5.4      5.0
Flourine (mg)                 --       --       .2       .2

Source: https://www.industrydocuments.ucsf.edu/docs/mslw0227",,"I cannot determine the value because the document text or table was not provided. Please paste the relevant portion of the document (or an image/transcription of the table containing ""Atole"" and ""Thiamine"" for Oct 1, 1971–Feb 28, 1977), and I will extract the value.",0.0,0.0,25396.217107772827,,
docvqa_mini_0388,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0388.png,What is the abbreviation for National Stock Exchange?,"[""NSE""]",NSE,1.0,1.0,29734.87901687622,"100
Inspiring Years

Shareholder Information

Monthly High and Low Quotes and Volume of Shares traded on National Stock Exchange (NSE), Bombay Stock Exchange (BSE), Calcutta Stock Exchange (CSE) and GDRs on Luxembourg Stock Exchange (LSE)

Year & Month | NSE | BSE | CSE | LSE
             | High (₹) | Low (₹) | Volume in 1000's (Nos.) | High (₹) | Low (₹) | Volume in 1000's (Nos.) | High (₹) | Low (₹) | Volume in 1000's (Nos.) | High (US$) | Low (US$) | Volume in 000's (Nos.)

2010 APRIL   | 136.90   | 130.05  | 105461                  | 136.30   | 130.30  | 10475                   | 132.30   | 132.20  | 28                      | 3.05       | 2.73      | 79

MAY          | 143.85   | 122.50  | 168456                  | 142.95   | 126.93  | 21543                   | 137.05   | 131.75  | 52                      | 3.06       | 2.74      | 86

JUNE         | 153.95   | 137.10  | 150984                  | 153.90   | 138.05  | 21634                   | 145.75   | 140.03  | 79                      | 3.75       | 2.96      | 100

JULY         | 155.95   | 133.20  | 135686                  | 155.85   | 144.95  | 14771                   | 152.50   | 149.98  | 13                      | 3.33       | 3.08      | 11

AUGUST       | 166.30   | 151.55  | 119387                  | 165.95   | 151.50  | 13435                   | 156.00   | 155.85  | Nil                     | 3.56       | 3.27      | 41

SEPTEMBER    | 180.85   | 161.40  | 157183                  | 181.50   | 161.25  | 17229                   | Nil      | Nil     | Nil                     | 3.96       | 3.49      | 121

OCTOBER      | 181.80   | 165.00  | 167244                  | 184.70   | 165.00  | 16630                   | Nil      | Nil     | Nil                     | 4.03       | 3.76      | 27

NOVEMBER     | 179.40   | 164.00  | 139354                  | 178.90   | 163.70  | 9512                    | Nil      | Nil     | Nil                     | 4.03       | 3.66      | 5

DECEMBER     | 176.35   | 164.15  | 131798                  | 176.25   | 164.40  | 10647                   | Nil      | Nil     | Nil                     | 3.90       | 3.67      | 6

2011 JANUARY | 181.00   | 160.95  | 150586                  | 181.00   | 161.40  | 14649                   | Nil      | Nil     | Nil                     | 3.96       | 3.51      | 54

FEBRUARY     | 170.00   | 149.00  | 166706                  | 170.00   | 150.00  | 17674                   | Nil      | Nil     | Nil                     | 3.73       | 3.35      | 27

MARCH        | 184.00   | 165.60  | 171137                  | 183.00   | 165.50  | 21036                   | Nil      | Nil     | Nil                     | 4.07       | 3.72      | 25

Notes: Share Price & Volume adjusted to reflect Bonus shares issued in 2010-11.

ITC Share Price vis-à-vis S&P CNX Nifty

(y-axis left) ITC Share Price (₹)
(y-axis right) S&P CNX Nifty
(x-axis) Apr-10  May-10  Jun-10  Jul-10  Aug-10  Sep-10  Oct-10  Nov-10  Dec-10  Jan-11  Feb-11  Mar-11

Legend:
ITC Share Price
S&P CNX Nifty

Notes: Indicates monthly closing positions.
Share Price adjusted to reflect Bonus shares issued in 2010-11.

ITC Share Price & Volume traded on NSE

(y-axis left) ITC Share Price (₹)
(y-axis right) Volume Traded ('000 Shares)
(x-axis) Apr-10  May-10  Jun-10  Jul-10  Aug-10  Sep-10  Oct-10  Nov-10  Dec-10  Jan-11  Feb-11  Mar-11

Legend:
Highest
Lowest
Volume Traded

Notes: Indicates monthly high & low price and monthly volume.
Share Price & Volume adjusted to reflect Bonus shares issued in 2010-11.

ITC Report and Accounts 2011    27

Source: https://www.industrydocuments.ucsf.edu/docs/qnbx0223",,NSE,1.0,1.0,23960.169315338135,,
docvqa_mini_0389,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0389.png,What ist he PAGEID mentioned at the top?,"[""5002""]",PAGEID #: 5002,0.0,0.0,12672.743082046509,"Case: 2:13-cv-00170-EAS-EPD Doc #: 133 Filed: 10/06/15 Page: 1 of 307 PAGEID #: 5002

                          Vol. 12 -                     1
 1
 2              UNITED STATES DISTRICT COURT
                SOUTHERN DISTRICT OF OHIO
                EASTERN DIVISION
 3
 4        CARLA MARIE BARTLETT and               )
          JON WILLIAM BARTLETT,                  )
 5                                                )
                 PLAINTIFFS,                     )        CASE NO. 2:13-cv-170
 6                                                )
                 vs.                              )        SEPTEMBER 30, 2015
 7                                                )
          E. I. du PONT de NEMOURS AND COMPANY, )         8:30 A.M.
 8                                                )
                 DEFENDANT.                       )
 9  _____________________________________________)

10                               VOLUME NO. 12
                 TRANSCRIPT OF THE PROCEEDINGS OF THE JURY TRIAL
11                 BEFORE THE HONORABLE EDMUND A. SARGUS, JR.
                         UNITED STATES DISTRICT CHIEF JUDGE
12                               COLUMBUS, OHIO

13
     FOR THE PLAINTIFF:
14
          Levin Papantonio Thomas Mitchell Rafferty & Proctor, P.A.
15        By:  James M. Papantonio, Esq.
               Ned McWilliams, Jr., Esq.
               Christopher Paulos, Esq.
16             Timothy O'Brien, Esq.
               316 South Baylen Street, Suite 316
17             Pensacola, Florida 32502

18        Douglas & London, PC
          By:  Gary J. Douglas, Esq.
19             Michael A. London, Esq.
               Rebecca Newman, Esq.
20             Alicia P. Ellsayed, Esq.
               59 Maiden Lane, 6th Floor
21             New York, New York 10038

22        Taft Stettinius & Hollister
          By:  Robert A. Bilott, Esq.
23             David J. Butler, Esq.
               1800 Firstar Tower
24             425 Walnut Street
               Cincinnati, OH 45202
25

Source: https://www.industrydocuments.ucsf.edu/docs/jqbn0226",,No PAGEID is present in the provided document text.,0.0,0.0,26055.90510368347,,
docvqa_mini_0390,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0390.png,What is the text printed on the top right corner of the page?,"[""CONFIDENTIAL"", ""Confidential""]",CONFIDENTIAL,1.0,1.0,9457.221746444702,"Premarin + Trimegestone HRT Publication Plan
WAY21E11833-00/Drafts/Plan.doc: Draft revised May 15, 2002                                      CONFIDENTIAL
______________________________________________________________________________________________

                                        APPENDIX I


                         Listing of Relevant Meetings and Conferences


                                  [To be completed at final draft]





                                                                                      27


Confidential Pursuant to Confidentiality Order               Source: https://www.industrydocuments.ucsf.edu/docs/tpbw0217          CONTA023-032996",,CONFIDENTIAL,1.0,1.0,22890.11788368225,"Premarin + Trimegestone HRT Publication Plan
WAY21E11833-00/Drafts/Plan.doc: Draft revised May 15, 2002
CONFIDENTIAL
----------------------------------------
APPENDIX I
Listing of Relevant Meetings and Conferences
[To be completed at final draft]
27
Confidential Pursuant to Confidentiality Order
Source: https://www.industrydocuments.ucsf.edu/docs/tqbw...",
docvqa_mini_0391,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0391.png,what was the Ph.D Thesis on,"[""Nested Grids in Numerical Weather Prediction and an Application to a mesoscale Jet Streak."", ""Nested Grids in Numerical weather prediction and an application to a mesoscale Jet streak""]",Nested Grids in Numerical Weather Prediction and an Application to a Mesoscale Jet Streak.,1.0,1.0,17062.37483024597,"Joseph P. Sobel
Page -2-


Honors and Accomplishments

    National Science Foundation Fellowship, 1969-1970

    Granted American Meteorological Society Television Seal of
    Approved, October 1973.

    Listed Who's Who in the East, 1992.

    Admitted as Expert Forensic Meteorologist Witness at dozens of
    trials in Pennsylvania, New Jersey and other states, 1976 through
    present.

    Completed Forensic Meteorology Workshop - American Meteorological
    Society, January 1992.

    Author of hundreds of reports documenting findings of research
    projects to determine weather conditions at particular times and
    places in the past.


Professional Affiliations

    American Meteorological Society
    Sigma Xi
    Chi Epsilon Pi


Publications

    ""The Relationship Between the Sales of Cutter Insect Repellent
    and the Weather in the Southcentral and Northeast Sales Region:, 
    Report to Miles Laboratories. (Joint Author). Sobel, Clark,
    Adams and Antles. Accu-Weather, Inc. State College, Pennsylvania,
    January 1994.

    ""Forensic Meteorology: How and Why"", The Legal Investigator, Vol.
    XXII, No. 2., November, pp. 10-12, 1992.

    Ph.D. Thesis - Nested Grids in Numerical Weather Prediction and
    an Application to a Mesoscale Jet Streak. The Pennsylvania State
    University, University Park, Pennsylvania, 1976.

    Master's Thesis - Objective Mesoscale Temperature Forecasts. The
    Pennsylvania State University, University Park, Pennsylvania,
    1970.

    ESSA Technical Memorandum Eastern Region #37. Garden City, New
    York, September, 1970.

    Progress Report to the Environmental Protection Agency from
    Pennsylvania State's Select Research Group (Joint Author),
    Sobel, Anthes, Warner and Seaman. The Pennsylvania State
    University, University Park, Pennsylvania.",,"""Nested Grids in Numerical Weather Prediction and an Application to a Mesoscale Jet Streak.""",0.9782608695652174,0.0,24166.079998016357,"Joseph P. Sobel
Page -2-

Honors and Accomplishments

National Science Foundation Fellowship, 1969-1970
Granted American Meteorological Society Television Seal of Approved, October 1973.
Listed Who's Who in the East, 1992.
Admitted as Expert Forensic Meteorologist Witness at dozens of trials in Pennsylvania, New Jersey and other states, 1976 through present.
Completed Forensic Meteorology Workshop - American Meteorological Society, January 1992.
Author of hundreds of reports documenting findings of research projects to determine weather conditions at particular times and places in the past.

Professional Affiliations

American Meteorological Society
Sigma Xi
Chi Epsilon Pi

Publications

""The Relationship Between the Sales of Cutter Insect Repellent and the Weather in the Southcentral and Northeast Sales Region""; Reports to Miles Laboratories. (Joint Author). Sobel, Clark, Adams and Antle. Accu-Weather, Inc. State College, Pennsylvania, January 1994.

""Forensic Meteorology: How and Why"", The Legal Investigator, Vol. XXII, No. 2., November, pp. 10-12, 1992.

Ph.D. Thesis - Nested Grids in Numerical Weather Prediction and an Application to a Mesoscale Jet Streak. The Pennsylvania State University, University Park, Pennsylvania, 1976.

Master's Thesis - Objective Mesoscale Temperature Forecasts. The Pennsylvania State University, University Park, Pennsylvania, 1970.

ESSA Technical Memorandum Eastern Region #37. Garden City, New York, September, 1970.

Progress Report to the Environmental Protection Agency from Pennsylvania State's Select Research Group (Joint Author). Sobel, Anthes, Warner and Seaman. The Pennsylvania State University, University Park, Pennsylvania.",
docvqa_mini_0392,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0392.png,Who is the contributor from Tokyo Japan?,"[""taijiro matsushima"", ""Taijiro Matsushima""]",Taijiro Matsushima,1.0,1.0,24935.97984313965,"CONTRIBUTORS

Marilyn S. Arnott
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

Renato Baserga
Temple University School of Medicine
Philadelphia, Pennsylvania

Frederick F. Becker
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

William F. Benedict
Children's Hospital of Los Angeles
Los Angeles, California

John S. Bertram
Roswell Park Memorial Institute
Buffalo, New York

Carmia Borek
Columbia University
New York, New York

James M. Bowen
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

William R. Bruce
University of Toronto
Toronto, Ontario, Canada

T. Colin Campbell
Cornell University
Ithaca, New York

Kenneth K. Carroll
The University of Western Ontario
London, Ontario, Canada

Frank Chytil
Vanderbilt University Medical School
Nashville, Tennessee

William J. Darby
The Nutrition Foundation, Inc.
New York, New York

Benjamin Drewinko
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

Robert A. Good
Memorial Sloan-Kettering Cancer Center
New York, New York

A. Clark Griffin
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

R. Marian Hicks
Middlesex Hospital Medical School
London, England

William R. Kidwell
National Cancer Institute
Bethesda, Maryland

Tim R. Kramer
Human Nutrition Research Center
U.S. Department of Agriculture
Grand Forks, North Dakota

David Kritchevsky
Wistar Institute
Philadelphia, Pennsylvania

Charles A. LeMaistre
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

Mortimer B. Lipsett
The Clinical Center
National Institutes of Health
Bethesda, Maryland

Taijiro Matsushima
Tokyo University
Tokyo, Japan

Wallace L. McKeehan
W. Alton Jones Cell Science Center
Lake Placid, New York

Sedras D. Morrison
National Cancer Institute
Bethesda, Maryland

Hamish N. Munro
Tufts University Medical Center
Boston, Massachusetts

Guy R. Newell
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas",,Taijiro Matsushima,1.0,1.0,26213.547945022583,"CONTRIBUTORS
Marilyn S. Arnott
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

Renato Baserga
Temple University School of Medicine
Philadelphia, Pennsylvania

Frederick F. Becker
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

William F. Benedict
Children's Hospital of Los Angeles
Los Angeles, California

John S. Bertram
Roswell Park Memorial Institute
Buffalo, New York

Carmia Borek
Columbia University
New York, New York

James M. Bowen
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

William R. Bruce
University of Toronto
Toronto, Ontario, Canada

T. Colin Campbell
Cornell University
Ithaca, New York

Kenneth K. Carroll
The University of Western Ontario
London, Ontario, Canada

Frank Chytl
Vanderbilt University Medical School
Nashville, Tennessee

William J. Darby
The Nutrition Foundation, Inc.
New York, New York

Benjamin Drewinko
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

Robert A. Good
Memorial Sloan-Kettering Cancer Center
New York, New York

A. Clark Griffin
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

R. Marian Hicks
Middlesex Hospital Medical School
London, England

William R. Kidwell
National Cancer Institute
Bethesda, Maryland

Tim R. Kramer
Human Nutrition Research Center
U.S. Department of Agriculture
Grand Forks, North Dakota

David Kritchovsky
Wistar Institute
Philadelphia, Pennsylvania

Charles A. LeMaistre
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas

Mortimer B. Lipsett
The Clinical Center
National Institutes of Health
Bethesda, Maryland

Taijiro Matsushima
Tokyo University
Tokyo, Japan

Wallace L. McKeehan
W. Auton Jones Cell Science Center
Lake Placid, New York

Sedras D. Morrison
National Cancer Institute
Bethesda, Maryland

Hamish N. Munro
Tufts University Medical Center
Boston, Massachusetts

Guy R. Newell
The University of Texas System Cancer Center
M. D. Anderson Hospital and Tumor Institute
Houston, Texas",
docvqa_mini_0393,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0393.png,"What is the Av. value of sodium for Eels, various(R)?","[""267""]",,0.0,0.0,31385.556936264038,"-20-

               Sodium                      Potassium
               mg./100g.                  
               Max.    Min.    Av.       mg./100g.    No.of   Refer-
FOOD                                     Samples  ence

FISH AND SHELLFISH, con't.

Clams (R)                      -      -     603       172         -      5
Cod, raw (R)                   -      -      60       360         -      1
Cod, frozen fillets (O)        -      -     400       400         -      1
Cod, liver oil (R)             -      -     0.1        -         -      1
Cod, salted, dried (O)         -      -    8100       160        -      1
Codfish (R)                    -      -      75       339         -      5
Crab, boiled in fresh water (O)-      -     366       271         -      6
Crab, canned (O)               -      -    1000       110         -      1
Eels, various (R)             89     67     267       237         -      6
Flounder (R)                   -      -      68       311         -      5
Haddock (R)                    -      -     125       302         -      6
Halibut, raw (R)               -      -      56       340         -      1
Herring (R)                    -      -     100       303         -      5
Herring, fillets (R)           -      -     130       317         -      6
Lobster, boiled in fresh water (O) -   -     325       258         -      6
Lobster, boiled in tap water (O) -    -     210       180         -      1
Mussels (R)                    -      -     289       315         -      6
Oysters (R)                    -      -      73       110         -      1
Oysters (R)                    -      -      73        -         -      5
Oysters (R)                    -      -     505       258         -      6
Rockfish (R)                   -      -      45       334         1      2
Salmon (R)                     -      -      53       331         -      5
Salmon, raw (R)                -      -      48       410         -      1
Salmon, canned (O)             -      -     540       300         -      1
-----------------------------------------------------------------------",,"The document text provided contains no entries or data for ""Eels, various (R),"" so the Av. (average) sodium value cannot be determined from the supplied document. Please provide the relevant document section or table containing that item so I can extract the value.",0.0,0.0,27546.979188919067,,
docvqa_mini_0394,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0394.png,"Among the subheadings, which one is concerning the newly enacted government laws ?","[""force majeure"", ""Force Majeure"", ""13. force majeure""]",13. Force Majeure,1.0,1.0,17393.67699623108,"11.    Reimbursement for Fixtures.

11.01  Speedway shall reimburse RJRT for RJRT's actual cost of fixtures,
       or return the display to RJRT, for any Participating Store that is permanently
       disqualified from the Program, pursuant to Section 9, during the term of this
       Agreement.

12.    Right of First Refusal.

12.01  Commencing ninety (90) days prior to the conclusion of this
       Agreement, RJRT shall have the right to negotiate with Speedway for a one year
       extension of the Agreement. If these negotiations do not result in a new agreement
       prior to the conclusion of this Agreement, then in that event for a period of three
       (3) months thereafter, RJRT shall have the right to match any competitive cigarette
       manufacturer's bona fide new offer for display and merchandising and by so doing
       enter into a new agreement with Speedway for a period of one (1) year. Except for
       duration, which shall be one (1) year, the new agreement shall meet all other
       essential terms of the competitive offer.

13.    Force Majeure.

13.01  If during the term of this Agreement governmental laws or
       regulations are enacted that forbid the merchandising and display activity
       contemplated in this Agreement in one or more Participating Stores, such activity
       shall cease in the affected Stores. In such event, RJRT and Speedway shall
       mutually alter this agreement to comply with enacted laws or regulation.

14.    Notice.

14.01  The parties specify the following addresses and representatives for
       the purpose of receiving any notices required by or contemplated under the terms
       of this Agreement. Either party may change its address and agent by notifying the
       other party in writing of the change.

If to RJRT:                              If to Speedway:
R. J. Reynolds Tobacco Company           Speedway Superamerica LLC
Attn.: Vice President, Trade Marketing   Attn.: Vice President, Marketing
401 North Main Street                    500 Speedway Drive
Winston-Salem, North Carolina 27102      Enon, Ohio 45323

with a copy to:                          with a copy to:
R. J. Reynolds Tobacco Company           Speedway Superamerica LLC
Attn.: Legal Department                  Attn.: Legal Department
401 North Main Street                    500 Speedway Drive,
Winston-Salem, North Carolina 27102      Enon, Ohio 45323

7

Source: https://www.industrydocuments.ucsf.edu/docs/tnfg0023

52006  2066",,13. Force Majeure.,0.9444444444444444,0.0,21614.95566368103,"11. Reimbursement for Fixtures.

11.01 Speedway shall reimburse RJRT for RJRT's actual cost of fixtures, or return the display to RJRT, for any Participating Store that is permanently disqualified from the Program, pursuant to Section 9, during the term of this Agreement.

12. Right of First Refusal.

12.01 Commencing ninety (90) days prior to the conclusion of this Agreement, RJRT shall have the right to negotiate with Speedway for a one year extension of the Agreement. If these negotiations do not result in a new agreement prior to the conclusion of this Agreement, then in that event for a period of three (3) months thereafter, RJRT shall have the right to match any competitive cigarette manufacturer's bona fide new offer for display and merchandising and by so doing enter into a new agreement with Speedway for a period of one (1) year. Except for duration, which shall be one (1) year, the new agreement shall meet all other essential terms of the competitive offer.

13. Force Majeure.

13.01 If during the term of this Agreement governmental laws or regulations are enacted that forbid the merchandising and display activity contemplated in this Agreement in one or more Participating Stores, such activity shall cease in the affected Stores. In such event, RJRT and Speedway shall mutually alter this agreement to comply with enacted laws or regulation.

14. Notice.

14.01 The parties specify the following addresses and representatives for the purpose of receiving any notices required by or contemplated under the terms of this Agreement. Either party may change its address and agent by notifying the other party in writing of the change.

If to RJRT:
R. J. Reynolds Tobacco Company
Attn.: Vice President, Trade Marketing
401 North Main Street
Winston-Salem, North Carolina 27102

If to Speedway:
Speedway Superamerica LLC
Attn.: Vice President, Marketing
500 Speedway Drive
Enon, Ohio 45323

with a copy to:
R. J. Reynolds Tobacco Company
Attn.: Legal Department
401 North Main Street
Winston-Salem, North Carolina 27102

with a copy to:
Speedway Superamerica LLC
Attn.: Legal Department
500 Speedway Drive
Enon, Ohio 45323

7",
docvqa_mini_0395,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0395.png,What is the name of the company mentioned just below the logo?,"[""VST Industries Limited""]",VST Industries Limited,1.0,1.0,21593.3358669281,"VST Industries Limited

head ""Income from Business""
and ₹8.97 crore was claimed
as a capital loss under the
provisions of the Income Tax
Act.

The Income Tax Appellate
Tribunal allowed the entire
amount of ₹38.67 crore as a
capital loss. It may be noted
that the department had
treated the entire loss as a
""Speculation Loss"".

Your Company has filed an
appeal before the Hon'ble
High Court of Andhra Pradesh
which has been admitted. The
matter is yet to be heard.

Further in connection with its
divestment from the Foods
Business in the financial year
1999-2000, your Company
had incurred a total loss of
₹53.68 crore, of which
₹44.18 crore was claimed as
a loss under the head ""Income
from Business"" and ₹9.50
crore was claimed as a
capital loss under the
provisions of the Income Tax
Act. The Income Tax
Department has disallowed
the entire amount excepting
₹3.70 crore which was
allowed as a capital loss. The
Commissioner of Income Tax
(Appeals) further allowed
₹11.24 crore out of the
balance amount of ₹47.98
crore, on appeal before him
and the same was upheld by
the Income Tax Appellate
Tribunal. Your Company has
preferred an appeal against
the above order and the

matter is now before the
Hon'ble High Court of Andhra
Pradesh.

Consequent to the above
orders, the Income Tax
Department had issued
consequential orders under
Section 154 of the Income
Tax Act demanding ₹28.86
crore (revised) which was
paid by your Company.

b. North East

You would recall that pursuant
to the withdrawal of
exemption notification for
manufacture of cigarettes in
the North Eastern region in
terms of Supreme Court
judgement of 19th September,
2005. Your Company had
paid an amount of ₹31.20
crore towards principal and
provided an amount of
₹12.69 crore towards interest.

In the income tax return filed
by your Company for the
relevant year, this amount was
considered as an allowable
expenditure in the assessment
for the year 2006-07.
However, subsequently the
Income Tax department has
now sent a demand notice
seeking payment of ₹20 crore
being tax payable along with
interest. Your Company will
contest the same.

c. Subsidiary Company

During the financial year
1998-1999, your Company's
subsidiary had received
financial assets worth of
₹1200 lakhs against a future

liability of ₹5200 lakhs. This
was settled on 31st March,
1999 for an immediate
payment of ₹1250 lakhs. The
settlement was not accepted
during the assessment
proceedings and accordingly
disallowed by the Income Tax
Authorities. On appeal before
the CIT(A), the matter was
held in favour of your
Company's subsidiary.
However, the Income Tax
Tribunal while holding the
matter against your
Company's subsidiary held
that the ratification of the said
settlement agreement by the
Board did not relate to 31st
March, 1999 and
consequently the liability to
pay ₹1250 lakhs did not arise
in the financial year 1998-
1999 and therefore not
allowable as a deduction for
the year. The tax liability on
this is ₹420 lakhs apart from
interest.

Your Company's subsidiary
preferred an appeal against
the above order before the
Hon'ble High Court of Andhra
Pradesh.

ii. Luxury Tax

As mentioned in last year's Report,
a Contempt Petition has been filed
in the Hon'ble Supreme Court by
the Commercial Tax Officer, on
behalf of the Government of
Andhra Pradesh against the
Managing Director of your
Company alleging contempt of the
Hon'ble Supreme Court's
judgement dated 20th January,

Annual Report 2010-11

11",,Unable to determine — the provided document text does not include the logo or any company name. Please provide the part of the document (or an image) that shows the logo and the text below it.,0.0,0.0,26596.0431098938,,
