sample_id,model,ground_truth_len,prediction_len,cer,wer,has_prediction,phase,language_simplified
icdar_tr_img_08091,gpt-5-mini,72,562,0.9523809523809523,0.9772727272727273,True,Phase 2 (VLM),Bangla
icdar_tr_img_08132,gpt-5-mini,36,34,0.38235294117647056,0.5,True,Phase 2 (VLM),Bangla
icdar_tr_img_08140,gpt-5-mini,11,11,0.8181818181818182,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08167,gpt-5-mini,32,39,0.20512820512820512,0.3333333333333333,True,Phase 2 (VLM),Bangla
icdar_tr_img_08182,gpt-5-mini,40,408,0.9610705596107056,0.9705882352941176,True,Phase 2 (VLM),Bangla
icdar_tr_img_08190,gpt-5-mini,45,46,0.5217391304347826,1.1428571428571428,True,Phase 2 (VLM),Bangla
icdar_tr_img_08198,gpt-5-mini,23,21,0.2857142857142857,0.6666666666666666,True,Phase 2 (VLM),Bangla
icdar_tr_img_08202,gpt-5-mini,44,23,1.2608695652173914,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08211,gpt-5-mini,63,63,0.23809523809523808,0.18181818181818182,True,Phase 2 (VLM),Bangla
icdar_tr_img_08248,gpt-5-mini,26,24,0.6666666666666666,0.75,True,Phase 2 (VLM),Bangla
icdar_tr_img_08249,gpt-5-mini,44,39,0.7948717948717948,1.125,True,Phase 2 (VLM),Bangla
icdar_tr_img_08253,gpt-5-mini,45,45,0.7777777777777778,0.7142857142857143,True,Phase 2 (VLM),Bangla
icdar_tr_img_08255,gpt-5-mini,19,18,1.0555555555555556,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08270,gpt-5-mini,5,3,1.6666666666666667,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08288,gpt-5-mini,5,488,1.0,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08316,gpt-5-mini,6,7,0.2857142857142857,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08400,gpt-5-mini,20,64,0.8,0.8,True,Phase 2 (VLM),Bangla
icdar_tr_img_08408,gpt-5-mini,14,14,0.125,0.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08415,gpt-5-mini,34,41,0.6829268292682927,1.2,True,Phase 2 (VLM),Bangla
icdar_tr_img_08451,gpt-5-mini,62,60,0.7666666666666667,0.8333333333333334,True,Phase 2 (VLM),Bangla
icdar_tr_img_08465,gpt-5-mini,45,134,0.8074074074074075,0.8888888888888888,True,Phase 2 (VLM),Bangla
icdar_tr_img_08473,gpt-5-mini,27,344,0.9508670520231214,0.9821428571428571,True,Phase 2 (VLM),Bangla
icdar_tr_img_08477,gpt-5-mini,31,425,0.9929742388758782,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08479,gpt-5-mini,31,29,1.0,1.4,True,Phase 2 (VLM),Bangla
icdar_tr_img_08486,gpt-5-mini,18,18,0.5,0.6666666666666666,True,Phase 2 (VLM),Bangla
icdar_tr_img_08497,gpt-5-mini,27,75,0.8421052631578947,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08517,gpt-5-mini,39,44,0.6818181818181818,1.1111111111111112,True,Phase 2 (VLM),Bangla
icdar_tr_img_08534,gpt-5-mini,21,19,0.7368421052631579,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08537,gpt-5-mini,16,229,0.9653679653679653,0.975,True,Phase 2 (VLM),Bangla
icdar_tr_img_08540,gpt-5-mini,36,37,1.0,1.3333333333333333,True,Phase 2 (VLM),Bangla
icdar_tr_img_08568,gpt-5-mini,21,17,1.2352941176470589,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08586,gpt-5-mini,29,30,0.1935483870967742,0.2,True,Phase 2 (VLM),Bangla
icdar_tr_img_08591,gpt-5-mini,90,407,0.8804878048780488,0.96,True,Phase 2 (VLM),Bangla
icdar_tr_img_08595,gpt-5-mini,32,87,0.7613636363636364,0.8461538461538461,True,Phase 2 (VLM),Bangla
icdar_tr_img_08597,gpt-5-mini,11,242,0.9959183673469387,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08612,gpt-5-mini,41,80,0.5975609756097561,0.8666666666666667,True,Phase 2 (VLM),Bangla
icdar_tr_img_08640,gpt-5-mini,16,119,0.9256198347107438,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08675,gpt-5-mini,30,28,1.2142857142857142,1.4,True,Phase 2 (VLM),Bangla
icdar_tr_img_08703,gpt-5-mini,15,16,0.4117647058823529,0.75,True,Phase 2 (VLM),Bangla
icdar_tr_img_08712,gpt-5-mini,35,51,0.6545454545454545,0.875,True,Phase 2 (VLM),Bangla
icdar_tr_img_08730,gpt-5-mini,136,556,0.8781362007168458,0.9204545454545454,True,Phase 2 (VLM),Symbols
icdar_tr_img_08744,gpt-5-mini,37,38,0.3684210526315789,0.42857142857142855,True,Phase 2 (VLM),Bangla
icdar_tr_img_08753,gpt-5-mini,38,37,0.7567567567567568,1.4,True,Phase 2 (VLM),Bangla
icdar_tr_img_08754,gpt-5-mini,14,0,10.0,7.0,False,Phase 2 (VLM),Bangla
icdar_tr_img_08764,gpt-5-mini,8,12,1.0,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08775,gpt-5-mini,48,247,0.8306451612903226,0.9714285714285714,True,Phase 2 (VLM),Bangla
icdar_tr_img_08798,gpt-5-mini,12,316,0.9623824451410659,0.98,True,Phase 2 (VLM),Bangla
icdar_tr_img_08819,gpt-5-mini,28,73,0.8378378378378378,0.9166666666666666,True,Phase 2 (VLM),Bangla
icdar_tr_img_08820,gpt-5-mini,33,245,0.9024390243902439,0.9722222222222222,True,Phase 2 (VLM),Bangla
icdar_tr_img_08853,gpt-5-mini,15,15,0.2,0.3333333333333333,True,Phase 2 (VLM),Bangla
icdar_tr_img_08874,gpt-5-mini,32,29,1.0333333333333334,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08876,gpt-5-mini,28,51,0.6274509803921569,0.6666666666666666,True,Phase 2 (VLM),Bangla
icdar_tr_img_08900,gpt-5-mini,15,373,0.9920424403183024,1.0,True,Phase 2 (VLM),Bangla
icdar_tr_img_08953,gpt-5-mini,12,13,1.0,0.6666666666666666,True,Phase 2 (VLM),Bangla
icdar_tr_img_08968,gpt-5-mini,32,32,0.59375,0.8,True,Phase 2 (VLM),Bangla
icdar_tr_img_08983,gpt-5-mini,40,57,0.8275862068965517,0.9,True,Phase 2 (VLM),Bangla
icdar_tr_img_09009,gpt-5-mini,36,34,0.8823529411764706,1.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09053,gpt-5-mini,38,36,0.5,0.6,True,Phase 2 (VLM),Hindi
icdar_tr_img_09067,gpt-5-mini,87,86,0.7209302325581395,0.75,True,Phase 2 (VLM),Symbols
icdar_tr_img_09106,gpt-5-mini,10,44,0.8888888888888888,0.8,True,Phase 2 (VLM),Hindi
icdar_tr_img_09158,gpt-5-mini,4,3,0.3333333333333333,1.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09166,gpt-5-mini,23,21,0.19047619047619047,1.0,True,Phase 2 (VLM),Symbols
icdar_tr_img_09167,gpt-5-mini,4,4,0.0,0.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09209,gpt-5-mini,29,29,0.7931034482758621,0.75,True,Phase 2 (VLM),Hindi
icdar_tr_img_09238,gpt-5-mini,25,32,0.7272727272727273,0.8,True,Phase 2 (VLM),Hindi
icdar_tr_img_09240,gpt-5-mini,29,29,0.27586206896551724,0.3333333333333333,True,Phase 2 (VLM),Hindi
icdar_tr_img_09244,gpt-5-mini,20,20,0.3,0.5,True,Phase 2 (VLM),Hindi
icdar_tr_img_09283,gpt-5-mini,15,17,0.8235294117647058,0.5,True,Phase 2 (VLM),Hindi
icdar_tr_img_09292,gpt-5-mini,15,15,0.8666666666666667,1.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09309,gpt-5-mini,11,11,0.09090909090909091,0.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09312,gpt-5-mini,29,30,0.7666666666666667,1.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09320,gpt-5-mini,18,75,0.9078947368421053,0.9,True,Phase 2 (VLM),Hindi
icdar_tr_img_09324,gpt-5-mini,14,49,0.8,0.8,True,Phase 2 (VLM),Hindi
icdar_tr_img_09335,gpt-5-mini,36,362,0.9424657534246575,0.9454545454545454,True,Phase 2 (VLM),Symbols
icdar_tr_img_09352,gpt-5-mini,12,29,0.8275862068965517,1.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09366,gpt-5-mini,65,65,0.07692307692307693,0.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09380,gpt-5-mini,12,11,0.2727272727272727,1.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09387,gpt-5-mini,23,67,0.8529411764705882,1.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09401,gpt-5-mini,43,51,0.19607843137254902,0.4,True,Phase 2 (VLM),Hindi
icdar_tr_img_09412,gpt-5-mini,18,17,0.058823529411764705,0.5,True,Phase 2 (VLM),Hindi
icdar_tr_img_09418,gpt-5-mini,46,47,0.20408163265306123,0.42857142857142855,True,Phase 2 (VLM),Hindi
icdar_tr_img_09459,gpt-5-mini,35,37,0.5135135135135135,0.6666666666666666,True,Phase 2 (VLM),Hindi
icdar_tr_img_09461,gpt-5-mini,18,18,0.16666666666666666,0.6666666666666666,True,Phase 2 (VLM),Hindi
icdar_tr_img_09508,gpt-5-mini,26,26,0.4230769230769231,0.5,True,Phase 2 (VLM),Hindi
icdar_tr_img_09534,gpt-5-mini,13,13,0.6153846153846154,0.6666666666666666,True,Phase 2 (VLM),Hindi
icdar_tr_img_09542,gpt-5-mini,49,49,0.32653061224489793,0.3333333333333333,True,Phase 2 (VLM),Hindi
icdar_tr_img_09549,gpt-5-mini,38,38,0.10526315789473684,0.16666666666666666,True,Phase 2 (VLM),Hindi
icdar_tr_img_09550,gpt-5-mini,20,24,0.625,0.6666666666666666,True,Phase 2 (VLM),Hindi
icdar_tr_img_09558,gpt-5-mini,23,23,0.5652173913043478,0.5,True,Phase 2 (VLM),Hindi
icdar_tr_img_09592,gpt-5-mini,27,27,0.07407407407407407,0.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09595,gpt-5-mini,27,24,0.625,0.8571428571428571,True,Phase 2 (VLM),Symbols
icdar_tr_img_09597,gpt-5-mini,32,118,0.8319327731092437,0.8421052631578947,True,Phase 2 (VLM),Hindi
icdar_tr_img_09602,gpt-5-mini,75,169,0.7941176470588235,0.9,True,Phase 2 (VLM),Mixed
icdar_tr_img_09607,gpt-5-mini,10,10,0.0,0.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09611,gpt-5-mini,12,12,0.08333333333333333,0.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09636,gpt-5-mini,73,69,0.273972602739726,1.0,True,Phase 2 (VLM),Symbols
icdar_tr_img_09665,gpt-5-mini,58,55,0.2727272727272727,0.75,True,Phase 2 (VLM),Symbols
icdar_tr_img_09693,gpt-5-mini,21,21,0.14285714285714285,0.25,True,Phase 2 (VLM),Hindi
icdar_tr_img_09698,gpt-5-mini,39,36,0.2777777777777778,1.25,True,Phase 2 (VLM),Hindi
icdar_tr_img_09743,gpt-5-mini,25,25,0.08,0.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09750,gpt-5-mini,50,50,0.34,0.2857142857142857,True,Phase 2 (VLM),Hindi
icdar_tr_img_09755,gpt-5-mini,90,149,0.96,1.0,True,Phase 2 (VLM),Symbols
icdar_tr_img_09770,gpt-5-mini,29,31,0.6129032258064516,0.8,True,Phase 2 (VLM),Hindi
icdar_tr_img_09780,gpt-5-mini,19,19,0.0,0.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09785,gpt-5-mini,26,28,0.8571428571428571,1.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09787,gpt-5-mini,39,47,0.40425531914893614,0.5,True,Phase 2 (VLM),Hindi
icdar_tr_img_09791,gpt-5-mini,17,17,0.7058823529411765,0.4,True,Phase 2 (VLM),Hindi
icdar_tr_img_09805,gpt-5-mini,11,175,0.9553072625698324,1.0,True,Phase 2 (VLM),Hindi
icdar_tr_img_09844,gpt-5-mini,15,16,0.5,0.6666666666666666,True,Phase 2 (VLM),Hindi
icdar_tr_img_09852,gpt-5-mini,21,21,0.47619047619047616,0.5,True,Phase 2 (VLM),Hindi
icdar_tr_img_09873,gpt-5-mini,21,20,0.15,0.3333333333333333,True,Phase 2 (VLM),Hindi
icdar_tr_img_09898,gpt-5-mini,39,59,0.639344262295082,0.6666666666666666,True,Phase 2 (VLM),Hindi
icdar_tr_img_09942,gpt-5-mini,24,24,0.875,1.25,True,Phase 2 (VLM),Symbols
icdar_tr_img_09942,gpt-5-mini,24,22,0.9545454545454546,1.6666666666666667,True,Phase 2 (VLM),Symbols
icdar_tr_img_09944,gpt-5-mini,11,37,0.868421052631579,0.8571428571428571,True,Phase 2 (VLM),Symbols
icdar_tr_img_09948,gpt-5-mini,85,81,0.5802469135802469,0.8333333333333334,True,Phase 2 (VLM),Hindi
icdar_tr_img_09968,gpt-5-mini,24,26,0.5769230769230769,0.5,True,Phase 2 (VLM),Symbols
icdar_tr_img_09999,gpt-5-mini,34,30,0.3,1.5,True,Phase 2 (VLM),Symbols
icdar_tr_img_00008,gpt-5-nano,58,57,0.42105263157894735,0.6363636363636364,True,Phase 2 (VLM),Arabic
icdar_tr_img_00019,gpt-5-nano,138,122,0.6311475409836066,0.8,True,Phase 2 (VLM),Symbols
icdar_tr_img_00043,gpt-5-nano,14,11,2.1818181818181817,2.3333333333333335,True,Phase 2 (VLM),None
icdar_tr_img_00065,gpt-5-nano,38,231,0.9956896551724138,1.0,True,Phase 2 (VLM),Arabic
icdar_tr_img_00101,gpt-5-nano,12,27,0.7777777777777778,0.8571428571428571,True,Phase 2 (VLM),Arabic
icdar_tr_img_00104,gpt-5-nano,61,624,0.9856459330143541,0.9912280701754386,True,Phase 2 (VLM),Symbols
icdar_tr_img_00138,gpt-5-nano,68,116,0.8189655172413793,0.8181818181818182,True,Phase 2 (VLM),Symbols
icdar_tr_img_00144,gpt-5-nano,78,0,34.0,22.0,False,Phase 2 (VLM),None
icdar_tr_img_00149,gpt-5-nano,46,0,15.0,10.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00168,gpt-5-nano,34,34,0.4411764705882353,0.6666666666666666,True,Phase 2 (VLM),Arabic
icdar_tr_img_00170,gpt-5-nano,27,50,0.76,0.7333333333333333,True,Phase 2 (VLM),Symbols
icdar_tr_img_00194,gpt-5-nano,202,0,69.33333333333333,35.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00198,gpt-5-nano,61,68,0.7647058823529411,0.8461538461538461,True,Phase 2 (VLM),Arabic
icdar_tr_img_00214,gpt-5-nano,47,57,0.631578947368421,0.5714285714285714,True,Phase 2 (VLM),Symbols
icdar_tr_img_00218,gpt-5-nano,60,74,0.6486486486486487,0.6875,True,Phase 2 (VLM),Arabic
icdar_tr_img_00222,gpt-5-nano,574,0,192.33333333333334,113.0,False,Phase 2 (VLM),Symbols
icdar_tr_img_00237,gpt-5-nano,7,5,1.2,2.0,True,Phase 2 (VLM),Arabic
icdar_tr_img_00248,gpt-5-nano,63,0,21.666666666666668,14.0,False,Phase 2 (VLM),Symbols
icdar_tr_img_00259,gpt-5-nano,46,304,0.9117647058823529,0.9285714285714286,True,Phase 2 (VLM),Arabic
icdar_tr_img_00260,gpt-5-nano,44,41,0.7073170731707317,1.1666666666666667,True,Phase 2 (VLM),Arabic
icdar_tr_img_00269,gpt-5-nano,15,0,7.666666666666667,5.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00277,gpt-5-nano,103,126,0.6190476190476191,0.7307692307692307,True,Phase 2 (VLM),Arabic
icdar_tr_img_00278,gpt-5-nano,43,42,0.8809523809523809,1.1666666666666667,True,Phase 2 (VLM),Arabic
icdar_tr_img_00285,gpt-5-nano,28,32,0.96875,1.0,True,Phase 2 (VLM),Arabic
icdar_tr_img_00293,gpt-5-nano,60,0,25.333333333333332,14.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00298,gpt-5-nano,55,0,28.333333333333332,19.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00310,gpt-5-nano,54,0,18.0,7.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00334,gpt-5-nano,64,0,24.333333333333332,13.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00383,gpt-5-nano,60,54,0.7962962962962963,0.7142857142857143,True,Phase 2 (VLM),Arabic
icdar_tr_img_00384,gpt-5-nano,20,0,7.666666666666667,4.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00395,gpt-5-nano,28,0,9.333333333333334,5.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00409,gpt-5-nano,46,46,0.30434782608695654,0.25,True,Phase 2 (VLM),Arabic
icdar_tr_img_00456,gpt-5-nano,152,0,52.0,30.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00459,gpt-5-nano,61,0,47.0,32.0,False,Phase 2 (VLM),None
icdar_tr_img_00512,gpt-5-nano,6,35,0.8857142857142857,1.0,True,Phase 2 (VLM),Arabic
icdar_tr_img_00543,gpt-5-nano,123,83,1.0602409638554218,1.2142857142857142,True,Phase 2 (VLM),Arabic
icdar_tr_img_00557,gpt-5-nano,107,0,36.0,14.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00573,gpt-5-nano,27,54,1.5185185185185186,2.0,True,Phase 2 (VLM),Arabic
icdar_tr_img_00591,gpt-5-nano,16,20,0.55,0.8,True,Phase 2 (VLM),Arabic
icdar_tr_img_00593,gpt-5-nano,30,69,0.676056338028169,0.6923076923076923,True,Phase 2 (VLM),Arabic
icdar_tr_img_00620,gpt-5-nano,70,63,0.5396825396825397,0.7,True,Phase 2 (VLM),Symbols
icdar_tr_img_00638,gpt-5-nano,110,0,36.666666666666664,21.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00661,gpt-5-nano,82,0,34.666666666666664,27.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00682,gpt-5-nano,26,28,0.9642857142857143,0.8333333333333334,True,Phase 2 (VLM),Arabic
icdar_tr_img_00690,gpt-5-nano,67,48,1.0625,1.5,True,Phase 2 (VLM),Arabic
icdar_tr_img_00695,gpt-5-nano,33,0,17.666666666666668,12.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00707,gpt-5-nano,228,0,76.33333333333333,43.0,False,Phase 2 (VLM),Symbols
icdar_tr_img_00708,gpt-5-nano,35,33,0.7878787878787878,0.7777777777777778,True,Phase 2 (VLM),Arabic
icdar_tr_img_00715,gpt-5-nano,70,0,23.333333333333332,13.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00721,gpt-5-nano,54,64,0.90625,1.0,True,Phase 2 (VLM),None
icdar_tr_img_00742,gpt-5-nano,27,27,0.4074074074074074,0.5,True,Phase 2 (VLM),Arabic
icdar_tr_img_00752,gpt-5-nano,14,69,0.8142857142857143,0.8461538461538461,True,Phase 2 (VLM),Arabic
icdar_tr_img_00783,gpt-5-nano,91,0,41.0,24.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00846,gpt-5-nano,43,0,21.0,14.0,False,Phase 2 (VLM),Arabic
icdar_tr_img_00878,gpt-5-nano,138,0,54.0,33.0,False,Phase 2 (VLM),None
icdar_tr_img_00902,gpt-5-nano,86,247,0.8795180722891566,0.9166666666666666,True,Phase 2 (VLM),Arabic
icdar_tr_img_00910,gpt-5-nano,79,0,36.0,24.0,False,Phase 2 (VLM),Symbols
icdar_tr_img_00916,gpt-5-nano,5,5,5.6,7.0,True,Phase 2 (VLM),None
icdar_tr_img_00951,gpt-5-nano,83,95,0.4329896907216495,0.6470588235294118,True,Phase 2 (VLM),Arabic
icdar_tr_img_00986,gpt-5-nano,15,37,0.5945945945945946,0.6666666666666666,True,Phase 2 (VLM),Arabic
icdar_tr_img_01057,gpt-5-nano,233,0,80.0,35.0,False,Phase 2 (VLM),None
icdar_tr_img_01110,gpt-5-nano,45,51,0.6274509803921569,0.7,True,Phase 2 (VLM),Symbols
icdar_tr_img_01117,gpt-5-nano,23,71,0.9014084507042254,0.8461538461538461,True,Phase 2 (VLM),None
icdar_tr_img_01175,gpt-5-nano,2,243,0.9959016393442623,0.9782608695652174,True,Phase 2 (VLM),Latin
icdar_tr_img_01178,gpt-5-nano,79,74,0.5540540540540541,1.0,True,Phase 2 (VLM),None
icdar_tr_img_01299,gpt-5-nano,51,169,0.8011695906432749,0.8387096774193549,True,Phase 2 (VLM),Arabic
icdar_tr_img_01308,gpt-5-nano,27,28,0.5,0.7142857142857143,True,Phase 2 (VLM),Symbols
icdar_tr_img_01309,gpt-5-nano,47,21,1.5238095238095237,1.5,True,Phase 2 (VLM),Latin
icdar_tr_img_01496,gpt-5-nano,25,23,0.5652173913043478,1.3333333333333333,True,Phase 2 (VLM),Latin
icdar_tr_img_01517,gpt-5-nano,25,49,0.673469387755102,0.7272727272727273,True,Phase 2 (VLM),None
icdar_tr_img_01542,gpt-5-nano,17,17,0.058823529411764705,0.0,True,Phase 2 (VLM),Symbols
icdar_tr_img_01543,gpt-5-nano,43,43,0.13953488372093023,0.5,True,Phase 2 (VLM),Symbols
icdar_tr_img_01712,gpt-5-nano,35,43,0.27906976744186046,0.5555555555555556,True,Phase 2 (VLM),Latin
icdar_tr_img_01719,gpt-5-nano,91,91,0.5494505494505495,0.5,True,Phase 2 (VLM),Symbols
icdar_tr_img_01728,gpt-5-nano,36,38,0.6052631578947368,0.7142857142857143,True,Phase 2 (VLM),Latin
icdar_tr_img_01797,gpt-5-nano,167,132,0.9696969696969697,1.5238095238095237,True,Phase 2 (VLM),None
icdar_tr_img_01803,gpt-5-nano,58,58,0.5517241379310345,0.5454545454545454,True,Phase 2 (VLM),None
icdar_tr_img_01870,gpt-5-nano,141,0,52.0,23.0,False,Phase 2 (VLM),None
icdar_tr_img_02018,gpt-5-nano,44,44,0.5909090909090909,0.5714285714285714,True,Phase 2 (VLM),Symbols
icdar_tr_img_02085,gpt-5-nano,12,12,0.75,1.0,True,Phase 2 (VLM),Latin
icdar_tr_img_02128,gpt-5-nano,39,41,0.6341463414634146,0.5,True,Phase 2 (VLM),None
icdar_tr_img_02164,gpt-5-nano,8,8,0.875,1.0,True,Phase 2 (VLM),Latin
icdar_tr_img_02324,gpt-5-nano,4,5,0.8,2.0,True,Phase 2 (VLM),Symbols
icdar_tr_img_02452,gpt-5-nano,21,21,0.42857142857142855,1.0,True,Phase 2 (VLM),Symbols
icdar_tr_img_02478,gpt-5-nano,15,14,0.14285714285714285,1.0,True,Phase 2 (VLM),Latin
icdar_tr_img_02495,gpt-5-nano,15,15,0.6,0.6666666666666666,True,Phase 2 (VLM),Symbols
icdar_tr_img_02572,gpt-5-nano,32,32,0.28125,0.6666666666666666,True,Phase 2 (VLM),Symbols
icdar_tr_img_02626,gpt-5-nano,14,14,2.142857142857143,3.5,True,Phase 2 (VLM),Symbols
icdar_tr_img_02899,gpt-5-nano,36,40,0.325,0.5,True,Phase 2 (VLM),Symbols
icdar_tr_img_02932,gpt-5-nano,28,28,0.7857142857142857,0.8888888888888888,True,Phase 2 (VLM),Symbols
icdar_tr_img_02969,gpt-5-nano,39,17,1.7058823529411764,2.0,True,Phase 2 (VLM),None
icdar_tr_img_03006,gpt-5-nano,40,284,0.9649122807017544,0.9615384615384616,True,Phase 2 (VLM),Mixed
icdar_tr_img_03017,gpt-5-nano,44,0,14.666666666666666,5.0,False,Phase 2 (VLM),Chinese
icdar_tr_img_03039,gpt-5-nano,23,23,0.0,0.0,True,Phase 2 (VLM),Mixed
icdar_tr_img_03052,gpt-5-nano,7,7,0.5714285714285714,1.0,True,Phase 2 (VLM),Chinese
icdar_tr_img_03120,gpt-5-nano,12,11,0.36363636363636365,1.0,True,Phase 2 (VLM),Chinese
icdar_tr_img_03121,gpt-5-nano,36,44,0.20454545454545456,0.625,True,Phase 2 (VLM),Chinese
icdar_tr_img_03127,gpt-5-nano,25,29,0.6896551724137931,0.8571428571428571,True,Phase 2 (VLM),Chinese
icdar_tr_img_03135,gpt-5-nano,36,36,0.08333333333333333,0.2,True,Phase 2 (VLM),Chinese
icdar_tr_img_03137,gpt-5-nano,2,2,0.0,0.0,True,Phase 2 (VLM),Chinese
icdar_tr_img_03155,gpt-5-nano,218,0,71.66666666666667,34.0,False,Phase 2 (VLM),Mixed
icdar_tr_img_03160,gpt-5-nano,125,0,40.666666666666664,18.0,False,Phase 2 (VLM),Mixed
icdar_tr_img_03160,gpt-5-nano,125,104,0.5576923076923077,0.7222222222222222,True,Phase 2 (VLM),Mixed
icdar_tr_img_03166,gpt-5-nano,26,30,0.36666666666666664,0.5,True,Phase 2 (VLM),Chinese
icdar_tr_img_03181,gpt-5-nano,15,19,0.3684210526315789,0.6,True,Phase 2 (VLM),Chinese
icdar_tr_img_03237,gpt-5-nano,159,158,0.0949367088607595,0.42857142857142855,True,Phase 2 (VLM),Mixed
icdar_tr_img_03241,gpt-5-nano,59,69,0.36231884057971014,0.625,True,Phase 2 (VLM),Chinese
icdar_tr_img_03286,gpt-5-nano,39,45,0.2,0.8333333333333334,True,Phase 2 (VLM),Chinese
icdar_tr_img_03291,gpt-5-nano,79,79,0.569620253164557,0.7857142857142857,True,Phase 2 (VLM),Chinese
icdar_tr_img_03306,gpt-5-nano,6,5,0.6,1.0,True,Phase 2 (VLM),Chinese
icdar_tr_img_03314,gpt-5-nano,4,4,0.0,0.0,True,Phase 2 (VLM),Chinese
icdar_tr_img_03316,gpt-5-nano,80,85,0.5176470588235295,0.6875,True,Phase 2 (VLM),Mixed
icdar_tr_img_03320,gpt-5-nano,73,92,0.8804347826086957,0.9411764705882353,True,Phase 2 (VLM),Chinese
icdar_tr_img_03342,gpt-5-nano,15,21,0.2857142857142857,0.5,True,Phase 2 (VLM),Chinese
icdar_tr_img_03369,gpt-5-nano,26,32,0.1875,0.5,True,Phase 2 (VLM),Chinese
icdar_tr_img_03371,gpt-5-nano,105,105,0.580952380952381,0.5217391304347826,True,Phase 2 (VLM),Chinese
icdar_tr_img_03444,gpt-5-nano,135,148,0.581081081081081,0.782608695652174,True,Phase 2 (VLM),Chinese
icdar_tr_img_03445,gpt-5-nano,24,28,0.5714285714285714,0.6666666666666666,True,Phase 2 (VLM),Chinese
icdar_tr_img_03463,gpt-5-nano,165,157,0.2573099415204678,0.36363636363636365,True,Phase 2 (VLM),Mixed
icdar_tr_img_03464,gpt-5-nano,53,0,17.666666666666668,8.0,False,Phase 2 (VLM),Mixed
icdar_tr_img_03487,gpt-5-nano,38,237,0.9208333333333333,0.96,True,Phase 2 (VLM),Mixed
icdar_tr_img_03524,gpt-5-nano,10,14,0.42857142857142855,0.75,True,Phase 2 (VLM),Chinese
icdar_tr_img_03527,gpt-5-nano,50,60,0.5333333333333333,0.5833333333333334,True,Phase 2 (VLM),Chinese
icdar_tr_img_03529,gpt-5-nano,15,12,1.25,2.0,True,Phase 2 (VLM),Chinese
icdar_tr_img_03573,gpt-5-nano,15,17,0.23529411764705882,0.5,True,Phase 2 (VLM),Symbols
icdar_tr_img_03591,gpt-5-nano,137,0,45.666666666666664,9.0,False,Phase 2 (VLM),Mixed
icdar_tr_img_03638,gpt-5-nano,12,11,0.7272727272727273,1.0,True,Phase 2 (VLM),Chinese
icdar_tr_img_03642,gpt-5-nano,19,52,0.7115384615384616,0.8,True,Phase 2 (VLM),Chinese
icdar_tr_img_03645,gpt-5-nano,23,31,0.25806451612903225,0.5,True,Phase 2 (VLM),Mixed
