sample_id,image_path,printed_image_path,dataset,ground_truth,gpt-5-mini_prediction,gpt-5-mini_prompt,gpt-5-mini_ground_truth_inference_time_ms,gpt-5-mini_prediction_inference_time_ms,gpt-5-mini_tokens_used,gpt-5-mini_ground_truth_error,gpt-5-mini_prediction_error,gpt-5-mini_timestamp,gpt-5-nano_prediction,gpt-5-nano_prompt,gpt-5-nano_ground_truth_inference_time_ms,gpt-5-nano_prediction_inference_time_ms,gpt-5-nano_tokens_used,gpt-5-nano_ground_truth_error,gpt-5-nano_prediction_error,gpt-5-nano_timestamp
iam_339_g06-050h,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_339_g06-050h/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_339_g06-050h/printed.png,IAM_mini,"Mauro's first action was to write to his revered master at Koethen, near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Anglesey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, 'but he appears to despair of ever being cured.'","Marlow's first action was to write to his revered master
at Köthen, near Leipzig, asking for advice. In doing
so he described his distinguished patient and his
symptoms. He told Hahnemann that he found Anglesey
a strong, energetic man with a gentle and charming
character, even-tempered and sedate, not easily
irritated, patient and persevering, 'but he appears
to despair of ever being cured!'",Extract all text from this document image,9497.238874435425,11414.798259735107,,,,2025-12-30T22:29:24.251949,,Extract all text from this document image,11756.095170974731,24383.302927017212,,,,2025-12-31T05:15:53.884360
iam_340_g06-042i,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_340_g06-042i/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_340_g06-042i/printed.png,IAM_mini,"Nor is this to be wondered at, for even today, in the 1960s, no cure has been found for the tic douloureux. As early as 1830, when Anglesey believed himself to be on the point of death, the new German curative method known as homoeopathy had been brought to his notice.","Nor is this to be wondered at, for even today, in the 1960s, no cure has been found for the tic douloureux. As early as 1830, when Anglesey believed himself to be on the point of death, the new German curative method known as homeopathy had been brought to his notice.",Extract all text from this document image,8333.263158798218,11621.719121932983,,,,2025-12-30T22:18:09.379217,,Extract all text from this document image,7137.62092590332,21959.73777770996,,,,2025-12-31T04:48:18.477916
iam_340_g06-045i,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_340_g06-045i/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_340_g06-045i/printed.png,IAM_mini,"In April of that year his first wife's brother-in-law, the diplomatist Lord Ponsonby, had written to advise Anglesey to give the system a trial, adding that it was being cultivated with extraordinary success in France and Italy, and that he himself was being treated under a doctor who had studied under its founder, the aged Dr. Samuel Hahnemann.","In April of that year his first wife's brother-in-law,
the diplomatist Lord Ponsonby, had written to advise
Anglesey to give the system a trial, adding that it was
being cultivated with extraordinary success in France and
Italy, and that he himself was being treated under a
doctor who had studied under its founder, the aged
Dr. Samuel Hahnemann.",Extract all text from this document image,4810.6369972229,6641.3068771362305,,,,2025-12-30T22:06:33.808930,"In April of that year his first wife's brother-in-law,
the diplomatist Lord Ponsonby, had written to advise
Anglesey to give the system a trial, adding that it was
being cultivated with extraordinary success in France and
Italy, and that he himself was being treated under a
doctor who had studied under its founder, the aged
Dr. Samuel Hahnemann.",Extract all text from this document image,6666.506052017212,9455.903053283691,,,,2025-12-31T04:32:32.623732
iam_341_g06-011j,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_341_g06-011j/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_341_g06-011j/printed.png,IAM_mini,"By the end of the month he still delighted in Naples. He told Cloncurcy that he enjoyed it as much as his health permitted him to enjoy anything. 'The Pearl', he wrote, 'is arrived, which is a great resource. Vesuvius seems to be tired; he is going out fast.... What a gay, lively people, and what a busy town. At Rome, every other man was a priest: here the priest is lsuperceded by the soldier - a favourable change in my eye, particularly as the troops are very fine.'","By the end of the month he still delighted in
Naples. He told Cloncurry that he enjoyed
it as much as his health permitted him to
enjoy anything. ""The Pearl,"" he wrote, ""is arrived,
which is a great resource. Vesuvius seems
to be tired; he is going out fast... What
a gay, lively people, and what a busy town.
At Rome, every other man was a priest:
here the priest is superseded by the
soldier - a favourable change in my eye,
particularly, as the troops are very fine.""",Extract all text from this document image,10032.520771026611,15691.444158554077,,,,2025-12-30T23:21:10.203526,,Extract all text from this document image,13940.230131149292,23458.961963653564,,,,2025-12-31T06:26:09.413981
iam_341_g06-042j,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_341_g06-042j/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_341_g06-042j/printed.png,IAM_mini,"Nor is this to be wondered at, for even today, in the 1960s, no cure has been found for the 6tic douloureux. As early as 1830, when Anglesey believed himself to be on the point of death, the new German curative method known as homoeopathy had been brought to his notice.","Nor is this to be wondered at, for even today,
in the 1960s, no cure has been found for
the tic douloureux. As early as 1830, when
Anglesey believed himself to be on the
point of death, the new German curative
method known as homoeopathy had been
brought to his notice.",Extract all text from this document image,6138.38005065918,12150.360107421875,,,,2025-12-30T22:08:22.429416,"Nor is this to be understood yet, for even today,
in the 1960s, no cure has been found for
the tic douloureux. As early as 1830, when
Anglesey believed himself to be on the
point of death, the new German curative
method known as homoeopathy had been
brought to his notice.",Extract all text from this document image,8885.608911514282,17729.618787765503,,,,2025-12-31T04:35:37.640587
iam_341_g06-047j,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_341_g06-047j/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_341_g06-047j/printed.png,IAM_mini,"This remarkable man of medicine, whom Sir Francis Burdett described to Anglesey a year or two later as 'more like a God upon earth than a human being', had an increasing number of disciples among unorthodox medical men in the cities of Europe. One of these was the Neapolitan, Dr Giuseppe Mauro, whom Anglesey consulted in May 1834.","This remarkable man of medicine, whom Sir
Francis Burdett described to Anglesey a
year or two later as 'more like a god
upon earth than a human being', had
an increasing number of disciples among
unorthodox medical men in the cities
of Europe. One of these was the Neapolitan,
Dr Giuseppe Mauro, whom Anglesey
consulted in May 1834.",Extract all text from this document image,5721.27628326416,10455.27982711792,,,,2025-12-30T23:02:12.606513,"This remarkable man of medicine, whom Sir Francis Burdett described to Anglesey nine years later as ""more like a God upon earth than a human being"", had an incredible number of disciples among unorthodox medical men in the cities of Europe. One of these was the Neapolitan, Dr Giuseppe Ivaro, whom Anglesey consulted in May 1834.",Extract all text from this document image,6812.013864517212,21247.939825057983,,,,2025-12-31T06:00:17.726607
iam_341_g06-050j,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_341_g06-050j/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_341_g06-050j/printed.png,IAM_mini,"Mauro's first action was to write to his revered master at Ko""then, near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Anglesey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, 'but he appears to despair of ever being cured.'","Mauro's first action was to write to his revered master at Kothen, near Leipzig, asking for advise. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Anglesey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, 'but he appears to despair of ever being cured.'",Extract all text from this document image,5779.160022735596,18978.79695892334,,,,2025-12-30T23:00:36.882442,"Mayo’s first action was to write to his revered master at [Torgau?], near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Anglesey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, but he appears to despair of ever being cured.",Extract all text from this document image,9691.750049591064,17263.773918151855,,,,2025-12-31T05:58:30.201519
iam_342_g06-050k,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_342_g06-050k/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_342_g06-050k/printed.png,IAM_mini,"Mauro's first action was to write to his revered master at Ko""then, near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Anglesey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, 'but he appears to despair of ever being cured.'","Mauro's first action was to write to his reverend master at Köthen, near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Anglesey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, 'but he appears to despair of ever being cured.'",Extract all text from this document image,8669.796228408813,11769.471883773804,,,,2025-12-30T23:26:49.132377,"Mauro's first action was to write to his reverend master at Köthen, near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Angelsey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, but he appears to despair of ever being cured.",Extract all text from this document image,9935.585021972656,21128.721952438354,,,,2025-12-31T06:34:08.274159
iam_343_g06-037l,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_343_g06-037l/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_343_g06-037l/printed.png,IAM_mini,"God grant, however, that I may be a false prophet & that all may go well. Sir R. Peel was here, I understand, but an express took him off yesterday.'

While he was in Naples there had opened a new chapter in the history of Anglesey's unceasing search for an effective alleviation of his painful malady. None of the numerous conventional remedies to which he had been subjected ever since the symptoms had first shown themselves seventeen years before had had the slightest effect.","God grant, however, that I may be a false prophet & that
all may go well. Sir R. Peel was here, I understand,
but an express took him off yesterday.

While he was in Naples there had opened a new chapter
in the history of [Anglerex's] unceasing [space] search for
an effective alleviation of his painful malady. None
of the numerous conventional remedies to which he had
been subjected ever since the symptoms had first
shown themselves seventeen years before had had the
slightest effect.

Notes: I was uncertain about the words I put in brackets (first likely a name, second possibly ""pace"" or another adjective).",Extract all text from this document image,6902.940273284912,13799.015045166016,,,,2025-12-30T22:31:07.781658,"God grant, however, that I may be a false prophet, and all may go well. Sir R. Peel was here, I understand, but an express took him off yesterday.

While he was in Naples there had opened a new chapter in the history of Anglerex's unceasing search for an effective alleviation of his painful malady. None of the numerous conventional remedies to which he had been subjected ever since the symptoms had first shown themselves seventeen years before had the slightest effect.",Extract all text from this document image,9003.376007080078,19982.02395439148,,,,2025-12-31T05:18:29.326245
iam_343_g06-042l,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_343_g06-042l/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_343_g06-042l/printed.png,IAM_mini,"Nor is this to be wondered at, for even today, in the 1960s, no cure has been found for the tic douloureux. As early as 1830, when Anglesey believed himself to be on the point of death, the new German curative method known as homoeopathy had been brought to his notice.","Nor is this to be wondered at, for even today, in the 1960's, no cure has been found for the tic douloureux.

As early as 1830, when Anglesey believed himself to be on the point of death, the new German curative method known as homoeopathy had been brought to his notice.",Extract all text from this document image,7701.223850250244,8787.891864776611,,,,2025-12-30T21:02:08.402009,,Extract all text from this document image,10302.173852920532,21435.726165771484,,,,2025-12-31T02:53:43.532457
iam_343_g06-047l,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_343_g06-047l/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_343_g06-047l/printed.png,IAM_mini,"This remarkable man of medicine, whom Sir Francis Burdett described to Anglesey a year or two later as 'more like a God upon earth than a human being', had an increasing number of disciples among unorthodox medical men in the cities of Europe. One of these was the Neapolitan, Dr Giuseppe Mauro, whom Anglesey consulted in May 1834.","This remarkable man of medicine, whom Sir. Francis
Burdett described to Anglesey a year or two later as
'more like a God upon earth than a human being',
had an increasing number of disciples among
unorthodox medical men in the cities of Europe.
One of these was the Neapolitan, Dr. Giuseppe Mauro,
whom Anglesey consulted in May 1834.",Extract all text from this document image,6661.82017326355,9378.821849822998,,,,2025-12-30T23:23:08.646987,,Extract all text from this document image,6674.104690551758,24145.172834396362,,,,2025-12-31T06:29:04.100429
iam_344_g06-018m,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_344_g06-018m/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_344_g06-018m/printed.png,IAM_mini,"When the sailing season was past, he sent Pearl back to England, and returned to
Rome for the winter. In late November, he was 'suffering as usual', but hoped, he
told Arthur, 'to find this place agree with me better than Naples. The journey has
been against me, as there has been much rain and damp, but the temperature is high
& I have not yet thought of a fire....","When the sailing season was past, he sent Pearl
back to England, and returned to Rome for the
winter. In late November, he was 'suffering as
usual', but hoped, he told Arthur, 'to find this
place agree with me better than Naples. The journey
has been against me, as there has been much
rain and damp, but the temperature is high
& I have not yet thought of a fire...",Extract all text from this document image,7764.492988586426,8663.501024246216,,,,2025-12-30T20:57:42.881396,"When the sailing season was past, he sent Pearl back to England, and returned to home for the winter. In late November, he was suffering as usual, but hoped, he told Arthur, to find this place again with me better than Naples. The journey has been against me, as there has been much rain and damp, but the temperature is high & I have not yet thought of a fire...",Extract all text from this document image,12208.333015441895,13014.03784751892,,,,2025-12-31T02:47:17.632253
iam_344_g06-026m,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_344_g06-026m/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_344_g06-026m/printed.png,IAM_mini,"A pleasant life truly!... It so happens that I have an Italian who is perhaps the best Valet de Chambre that ever was. But he has not one word of English.' While he was writing this letter he heard of the fall of the Whigs, and the temporary assumption of the government by the Duke of Wellington.","A pleasant life truly!... It so happens that I have an Italian who is perhaps the best Valet de Chambre that ever was. But he has not one word of English. While he was writing this letter he heard of the fall of the Whigs, and the temporary assumption of the government by the Duke of Wellington.",Extract all text from this document image,5270.504951477051,9424.98779296875,,,,2025-12-30T21:04:35.557407,"a pleasant life indeed! It so happens that I have an Italian who is perhaps the best Valet de Chambre that ever was. But he has not one word of English. While he was writing this letter he heard of the fall of the Whigs, and the temporary assumption of the government by the Duke of Wellington.",Extract all text from this document image,8277.519941329956,15542.801856994629,,,,2025-12-31T02:57:46.371287
iam_344_g06-031m,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_344_g06-031m/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_344_g06-031m/printed.png,IAM_mini,"'What a frightful event!' he wrote. 'I tremble! What infatuation! Personally I am indifferent, but I really tremble for my country! I may be mistaken, tho' I cannot but fear that the exasperation of the People will be so great at the return of Ultratoryism, that the Commons House upon a dissolution, which must be had, will be a mass of Radicalism, & then God knows what may happen....","'What a frightful event!' he wrote. 'I tremble!' What infatuation! Personally I am indifferent, but I really tremble for my country! I may be mistaken, I tho' I cannot but fear that the exasperation of the People will be so great at the return of Ultratoryism, that the Commons House upon a dissolution, which must be had, will be a mass of Radicalism, & then God knows what may happen...",Extract all text from this document image,19853.00087928772,17795.567989349365,,,,2025-12-30T21:53:28.887759,""" 'What a frightful scene!' he wrote. 'I tremble! What inspiration! Personally I am incompetent, but I really tremble for my country! I may be mistaken, tho' I cannot but fear that the exaggeration of the People will be so great at the return of Ultratorism, held the Commons House upon a dissolution, which must be had, will be a mass of Radicalism, & then God knows what may happen... '""",Extract all text from this document image,15726.946115493774,22189.201831817627,,,,2025-12-31T04:14:15.925373
iam_344_g06-037m,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_344_g06-037m/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_344_g06-037m/printed.png,IAM_mini,"God grant, however, that I may be a false prophet & that all may go well. Sir R. Peel was here, I understand, but an express took him off yesterday.'  
While he was in Naples there had opened a new chapter in the history of Anglesey's unceasing search for an effective alleviation of his painful malady. None of the numerous conventional remedies to which he had been subjected ever since the symptoms had first shown themselves seventeen years before had had the slightest effect.","God grant, however, that I may be a false prophet & that all may go well. Sir R. Peel was here, I understand, but an express took him off yesterday. While he was in Naples there had opened a new chapter in the history of Anglesey's unceasing search for an effective alleviation of his painful malady. None of the numerous conventional remedies to which he had been subjected ever since the symptoms had first shown themselves seventeen years before had had the slightest effect.",Extract all text from this document image,5818.731069564819,9075.443029403687,,,,2025-12-30T22:08:04.139725,"God grant, however, that I may be a false prophet & that all may go well. Sir R. Peel was here, I understand, but an express took him off yesterday. While he was in Naples there had opened a new chapter in the history of Anglesey's unceasing search for an effective alleviation of his painful malady. None of the numerous conventional remedies to which he had been subjected ever since the symptoms had first shown themselves seven years before had had the slightest effect.",Extract all text from this document image,8289.829730987549,13231.966018676758,,,,2025-12-31T04:35:11.024597
iam_345_g06-031n,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_345_g06-031n/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_345_g06-031n/printed.png,IAM_mini,"'What a frightful event!' he wrote. 'I tremble! What infatuation! Personally I am indifferent, but I really tremble for my country! I may be mistaken, 1tho' I cannot but fear that the exasperation of the People will be so great at the return of Ultratoryism, that the Commons House upon a dissolution, which must be had, will be a mass of Radicalism, & then God knows what may happen....","'What a frightful event!' he wrote. 'I'm terrible! what an exclamation! Personally I am indifferent, but I really tremble for my country! I may be mistaken, tho' I cannot but fear that the exasperation of the people will be so great at the return of ultra-royism, that the commons house upon a dissolution, which must be had, will be a mass of Radicalism, & then God knows what may happen...'",Extract all text from this document image,8825.444221496582,16467.982053756714,,,,2025-12-30T22:51:24.608943,"I can try to extract the text, but the handwriting in this image is too unclear for a reliable transcription. A higher‑resolution image (or a cropped page) would help a lot.

If you can provide a sharper image, I’ll transcribe everything accurately. In the meantime, I can offer a best‑effort partial read with uncertain parts marked, but that may be error‑prone. Let me know how you’d like to proceed.",Extract all text from this document image,17439.111709594727,20196.14005088806,,,,2025-12-31T05:47:07.255196
iam_345_g06-042n,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_345_g06-042n/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_345_g06-042n/printed.png,IAM_mini,"Nor is this to be wondered at, for even today, in the 1960s, no cure has been found for the 6tic douloureux. As early as 1830, when Anglesey believed himself to be on the point of death, the new German curative method known as homoeopathy had been brought to his notice.","Nor is this to be wondered at, for even
today, in the 1860s, no cure has been
found for this disease. As early
as 1830, when Anglesey believed himself
to be on the point of death, the new
German curative method known as
homoeopathy had been brought to his
notice",Extract all text from this document image,7136.873960494995,20231.24384880066,,,,2025-12-30T21:29:19.857261,"Here is my best transcription of the handwritten page. A few words are unclear, and I’ve marked uncertain portions in brackets.

Nor is this to be wondered at, for when today, in the 1840s, no one has been found for the old denomination. In early [as] 1682, when Annesley believed himself took on the print of doubt, the new German [scholars] known as [homography] had been brought to his notice.",Extract all text from this document image,6651.144981384277,22527.2057056427,,,,2025-12-31T03:38:42.457753
iam_345_g06-050n,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_345_g06-050n/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_345_g06-050n/printed.png,IAM_mini,"Mauro's first action was to write to his revered master at Ko""then, near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Anglesey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, 'but he appears to despair of ever being cured.'","Munro's first action was to write his second master at the 'Klein', near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Langley a strong, energetic man with a gentle and charming character, even tranquil and sedate, not easily irritated, patient and persevering, that he appears to despair of ever being",Extract all text from this document image,8583.554983139038,18387.47501373291,,,,2025-12-30T22:54:23.752172,"I’m happy to extract the text, but the handwriting in this image is very hard to read at this resolution. I don’t want to guess and give you something incorrect.

If you can provide one of the following, I’ll transcription it exactly:

- A higher-resolution version of the page, or a sharper crop of the text
- A few lines at a time (so I can zoom in more effectively)
- A confirmation that I should provide my best-effort transcription with uncertain words in brackets (e.g., [unclear])

In the meantime, here is what I can confidently read from parts of the page (words I’m uncertain about are not included):

- There are multiple lines of cursive that include phrases like “first action,” “to write,” and “advice.”
- I can make out: “first action,” “to write this,” “advice,” “In doing so he…,” “symptoms,” “patient and persevering,” “not easily insulted,” and “gentle.” 

If you’d like, I can proceed with an attempt to transcribe the entire page as best as possible with brackets around the unclear parts once you confirm you want me to proceed and/or provide a higher-quality image.",Extract all text from this document image,9261.097192764282,17770.292043685913,,,,2025-12-31T05:51:21.711826
iam_346_g06-018o,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_346_g06-018o/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_346_g06-018o/printed.png,IAM_mini,"When the sailing season was past, he sent Pearl back to England, and returned to Rome for the winter. In late November, he was 'suffering as usual', but hoped, he told Arthur, 'to find this place agree with me better than Naples. The journey has been against me, as there has been much rain and damp, but the temperature is high & I have not yet thought of a fire....","When the sailing season was past, he sent Pearl back to England, and returned to Rome for the winter. In late November, he was 'suffering as usual', but hoped, he told Arthur, 'to find this place agree with me better than Naples. The journey has been against me, as there has been much rain and damp, but the temperature is high & I have not yet thought of a fire...",Extract all text from this document image,7065.183877944946,8144.594192504883,,,,2025-12-30T22:07:31.528216,"When the sailing season was past, he sent Pearl back to England, and returned to Rome for the winter. In late November, he was “suffering as usual”, but hoped, he told Arthur, “to find this place agree with me better than Naples.” The journey has been against me, as there has been much rain and damp, but the temperature is high & I have not yet thought of a fire ...",Extract all text from this document image,14710.474014282227,24712.50009536743,,,,2025-12-31T04:34:28.538927
iam_346_g06-026o,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_346_g06-026o/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_346_g06-026o/printed.png,IAM_mini,"A pleasant life truly!... It so happens that I have an Italian who is perhaps the best Valet de Chambre that ever was. But he has not one word of English.' While he was writing this letter he heard of the fall of the Whigs, and the temporary assumption of the government by the Duke of Wellington.","A pleasant life truly!... It so happens
that I have an Italian who is perhaps
the best Valet de Chambre that ever was.
But he has not one word of English!
While he was writing this letter he
heard of the fall of the Whigs, and
the temporary assumption of the govern-
ment by the Duke of Wellington.",Extract all text from this document image,5911.717891693115,10167.438268661499,,,,2025-12-30T23:18:35.555117,"A pleasant life truly!... It so happens
That I have an Italian who is perhaps
the best valet de chambre that ever was.
But he has not one word of English!
While he was writing this letter he
heard of the fall of the Whigs, and
the temporary assumption of the govern-
ment by the Duke of Wellington.",Extract all text from this document image,7618.662118911743,10508.532047271729,,,,2025-12-31T06:22:43.682349
iam_346_g06-050o,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_346_g06-050o/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_346_g06-050o/printed.png,IAM_mini,"Mauro's first action was to write to his revered master at Ko""then, near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Anglesey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, 'but he appears to despair of ever being cured.'","Mauro's first action was to write his revered master at Koethen, near Leipzig, asking for advice. In doing so he described his distinguished patients and his symptoms. He told Hahnemann that he found Anferey a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering; 'but he appears to despair of ever being cured.'",Extract all text from this document image,6985.40997505188,25896.021127700806,,,,2025-12-30T23:13:45.377843,"Mauro's first action was to write his revered master at Köthen, near Leipzig, asking for advice. In doing so he described his distinguished patient and his symptoms. He told Hahnemann that he found Andreas, a strong, energetic man with a gentle and charming character, even-tempered and sedate, not easily irritated, patient and persevering, but he appears to despair of ever being cured!",Extract all text from this document image,11819.08392906189,20913.92207145691,,,,2025-12-31T06:17:04.837562
iam_347_g06-011p,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_347_g06-011p/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_347_g06-011p/printed.png,IAM_mini,"By the end of the month he still delighted in Naples. He told Cloncurry that he enjoyed it as much as his health permitted him to enjoy anything. 'The Pearl', he wrote, 'is arrived, which is a great resource. Vesuvius seems to be tired; he is going out fast.... What a gay, lively people, and what a busy town. At Rome, every other man was a priest: here the priest is lsuperceded by the soldier - a favourable change in my eye, particularly as the troops are very fine.'","By the end of the month he still delighted in Naples. He
told Cloncurry that he enjoyed it as much as his health
permitted him to enjoy anything. 'The Pearl', he wrote,
'is arrived, which is a great resource. Vesuvius seems
to be tired; he is going out fast ... What a gay, lively
people, and what a busy town. At Rome, every other
man was a priest: here the priest is superceded by
the soldier - a favourable change in my eye,
particulary as the troops are very fine.'

Tiziano Botruano -",Extract all text from this document image,10349.278926849365,12186.94806098938,,,,2025-12-30T21:39:23.912326,"By the end of the month he still delighted in Naples. He told Clancurry that he enjoyed it as much as his health permitted him to enjoy anything. 'The Pearl', he wrote, 'is arrived, which is a great resource. Vesuvius seems to be tired; he is going out fast ... What a gay, lively people, and what a busy town. At Rome, every other man was a priest: here the priest is superseded by the soldier - a favourable change in my eye, particularly as the troops are very fine.' 

Tiziana Botrugno",Extract all text from this document image,12079.609155654907,15670.203924179077,,,,2025-12-31T03:53:18.085622
